,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,16.4,0.04,0.04,0.04,409.0,409.0,1,5e-07,1e-10
