,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,0.00019999999999999998,1e-06,1e-06,1e-06,201.0,201.0,1,8.108649681250879e-13,2.3167570517859656e-15,0.34751355776789483
