% Model,seg_far_v2.mph
% Version,COMSOL 5.5.0.359
% Date,"Jun 4 2021, 19:07"
% Table,Accumulated Probe Table 3 - 
% mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),r_r (Ω),"ec.Ey*ec.Jy (W/m^3), Channel Faraday Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Channel Total Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Average Power","abs(ec.Ey/(U_x(y)*B_z(x))) (V/m), K ","Max Applied Magnetic Field Strength (T), Applied Magnetic Field","Conductivity of plasma (S/m), Conductivity","Max fluid flow (m/s), Flow","Electron mobility within plasma (m^2/(V*s)), Electron mobility","Ion mobility within plasma (m^2/(V*s)), Ion Mobility"
1.6666666666666667,0.0016666666666666668,0.1,-2.587625981211198E8,-1.268499585873585E7,1.1151725644907828E11,0.6672969352051609,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.2,-2.632440590578969E8,-2.415424270900793E7,2.1235084620215814E11,0.660966868700337,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.30000000000000004,-2.6724805456662974E8,-3.456598152617913E7,3.038877318040199E11,0.6550149238927947,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.4,-2.7083648673099816E8,-4.4046393567252204E7,3.872364223430424E11,0.6494262305160452,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.5,-2.7406017115087533E8,-5.269903921270112E7,4.633076667827044E11,0.6441859974185911,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.6,-2.76961624729024E8,-6.0610817913485974E7,5.328658944965513E11,0.6392743380250077,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.7000000000000001,-2.7957670106430537E8,-6.785599851429595E7,5.965629085311947E11,0.6346844859536495,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.8,-2.819360352250511E8,-7.449856426156142E7,6.549621559572354E11,0.6303814850298456,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,0.9,-2.840662516176708E8,-8.05944333697174E7,7.085553282679381E11,0.6263667035833228,6,60,1800,1.6666666666666667,0.0016666666666666668
1.6666666666666667,0.0016666666666666668,1,-2.8599013417421204E8,-8.619287722727273E7,7.577750218449774E11,0.6226085781671126,6,60,1800,1.6666666666666667,0.0016666666666666668
