% Model,seg_far_v3.mph
% Version,COMSOL 5.5.0.359
% Date,"Jun 14 2021, 15:22"
% Table,Probe Table 1 - 
% mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),r_r (Ω),"ec.Ey*ec.Jy (W/m^3), Channel Faraday Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Average Power","abs(ec.Ey/(u_x*B_app)) (1), K ",Max Applied Magnetic Field Strength (T),Conductivity of plasma (S/m),Max fluid flow (m/s),Electron mobility within plasma (m^2/(V*s)),Ion mobility within plasma (m^2/(V*s))
1.6666666666666667,0.008333333333333333,2,-1.6478367105113047E8,8.665032220211935E11,0.5285718815756554,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,3,-4.3885718537361145E8,9.89004890896119E11,0.5214427969797065,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,4,-6.112448886512284E8,1.037280186131181E12,0.521146399040742,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,5,-7.235252336334823E8,1.0466646593603654E12,0.5245524829074618,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,6,-7.985068715880072E8,1.0351963243370443E12,0.529884234043759,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,7,-8.49430443359415E8,1.01257604535079E12,0.5362263897897267,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,8,-8.84340269304608E8,9.842163046460212E11,0.5431155216431054,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,9,-9.083060235609368E8,9.532151425833331E11,0.5503259639587625,6,60,1800,1.6666666666666667,0.008333333333333333
1.6666666666666667,0.008333333333333333,10,-9.246477052794825E8,9.21372944555002E11,0.5575228792718668,6,60,1800,1.6666666666666667,0.008333333333333333
