% Model,seg_far_constant_B.mph,,,,,,,,,,
% Version,COMSOL 5.5.0.359,,,,,,,,,,
% Date,"Jun 4 2021, 14:49",,,,,,,,,,
% Table,Probe Table 1 - ,,,,,,,,,,
% mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),r_r (Ω),"ec.Ey*ec.Jy (W/m^3), Channel Faraday Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Channel Total Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Average Power","abs(ec.Ey/(U_x(y)*B_z(x))) (V/m), K ",Max Applied Magnetic Field Strength (T),Conductivity of plasma (S/m),Max fluid flow (m/s),Electron mobility within plasma (m^2/(V*s)),Ion mobility within plasma (m^2/(V*s))
1.66666666666667,0.008333333333333,9.5,-1023620386.60206,-946473851.226817,512672739733.99,0.439560572018345,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,10,-1034568834.31192,-960153660.958476,520083085436.612,0.448482111087552,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,10.5,-1044073056.03462,-972250818.819749,526635261431.96,0.457136998851001,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,11,-1052265886.87125,-982904537.010963,532406325048.623,0.465540027184774,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,11.5,-1059264944.54502,-992242606.623741,537464380187.807,0.473698013559058,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,12,-1065177586.42205,-1000379545.60382,541871821922.567,0.481625030009886,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,12.5,-1070100670.22601,-1007419180.45601,545685089362.814,0.489331136231319,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,13,-1074121691.94901,-1013455940.0761,548955067409.761,0.496823026439299,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,13.5,-1077320445.38979,-1018575562.296,551728394414.283,0.504108565091332,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,14,-1079767832.75467,-1022855767.36847,554046510928.947,0.511196480800791,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,14.5,-1081531147.59119,-1026367363.53321,555948813748.788,0.518096888610259,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.008333333333333,15,-1082668893.30944,-1029175167.95361,557469580973.697,0.52481784232309,6,60,1800,1.66666666666667,0.008333333333333
1.66666666666667,0.01,5,-756220320.999683,-660060483.935906,357532390118.122,0.327546291684721,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,5.5,-788189318.56719,-695826137.67953,376905472236.091,0.339381453935286,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,6,-816896137.458177,-728124701.845447,394400872453.256,0.350831211142962,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,6.5,-842656634.714786,-757284855.695532,410195780385.648,0.361912823572004,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,7,-865752256.524975,-783598422.440256,424448822769.479,0.372642399410971,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,7.5,-886434681.407793,-807327435.253019,437302160134.512,0.383039218869276,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,8,-904926814.792817,-828707059.684897,448882543886.813,0.393127090560298,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,8.5,-921430755.724039,-847947223.404418,459304447485.986,0.402912399535502,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,9,-936125895.398575,-865238200.957796,468670507313.88,0.4124074710225,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,9.5,-949174532.125959,-880751142.503987,477073349379.355,0.421622988722881,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,10,-960722738.062385,-894639886.666674,484596578395.191,0.430571309030255,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,10.5,-970901622.854039,-907044482.371377,491315472945.663,0.439262718174272,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,11,-979831815.762611,-918090618.740674,497298953588.924,0.44770681691968,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,11.5,-987619165.691004,-927893255.683243,502608481510.906,0.455916336313913,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,12,-994363262.7168,-936555994.474588,507300967523.621,0.463899847737509,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,12.5,-1000151642.84878,-944173752.791354,511427220636.507,0.471666949016595,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,13,-1005065257.42726,-950832068.688153,515033936743.331,0.479224202986339,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,13.5,-1009177547.21674,-956609829.764951,518163517046.807,0.486580824893852,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,14,-1012555518.5206,-961578353.427396,520854741238.862,0.493743709449367,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,14.5,-1015259680.23892,-965802946.173647,523143037549.014,0.500724179604603,6,60,1800,1.66666666666667,0.01
1.66666666666667,0.01,15,-1017346603.68392,-969343515.08145,525060834062.46,0.507527063957573,6,60,1800,1.66666666666667,0.01
