,B.x,B.y,B.z,H.x,H.y,H.z,M.x,M.y,M.z
0,0.0,0.0,-5.6567405641674096e-11,0.0,0.0,-4.5013731243424364e-05,0.0,0.0,0.0
1,0.0,0.0,-6.500048661780931e-11,0.0,0.0,-5.17243879600924e-05,0.0,0.0,0.0
2,0.0,0.0,-7.718151019128286e-11,0.0,0.0,-6.141748445596924e-05,0.0,0.0,0.0
3,0.0,0.0,-9.22011203225677e-11,0.0,0.0,-7.336939715483596e-05,0.0,0.0,0.0
4,0.0,0.0,-1.0901117710683849e-10,0.0,0.0,-8.674606468431529e-05,0.0,0.0,0.0
5,0.0,0.0,-1.2344487281983906e-10,0.0,0.0,-9.823173372471616e-05,0.0,0.0,0.0
6,0.0,0.0,-1.3243625009218458e-10,0.0,0.0,-0.00010538665687267507,0.0,0.0,0.0
7,0.0,0.0,-1.3372954761862622e-10,0.0,0.0,-0.00010641580336812864,0.0,0.0,0.0
8,0.0,0.0,-1.1758574042570132e-10,0.0,0.0,-9.356930652096518e-05,0.0,0.0,0.0
9,0.0,0.0,-7.607119499774044e-11,0.0,0.0,-6.053394685775935e-05,0.0,0.0,0.0
10,0.0,0.0,-1.5970131041008302e-11,0.0,0.0,-1.2708293379334513e-05,0.0,0.0,0.0
11,0.0,0.0,4.792987805642916e-11,0.0,0.0,3.8140385348921484e-05,0.0,0.0,0.0
12,0.0,0.0,1.0293645864653545e-10,0.0,0.0,8.191208403680795e-05,0.0,0.0,0.0
13,0.0,0.0,1.3807130222785694e-10,0.0,0.0,0.00010987077134638126,0.0,0.0,0.0
14,0.0,0.0,1.4200157486596948e-10,0.0,0.0,0.00011299830095885912,0.0,0.0,0.0
15,0.0,0.0,1.1167832894170809e-10,0.0,0.0,8.886846104522912e-05,0.0,0.0,0.0
16,0.0,0.0,5.245002610423237e-11,0.0,0.0,4.173731059405601e-05,0.0,0.0,0.0
17,0.0,0.0,-2.4301802819194716e-11,0.0,0.0,-1.933825333555724e-05,0.0,0.0,0.0
18,0.0,0.0,-9.314057005183445e-11,0.0,0.0,-7.411696790074917e-05,0.0,0.0,0.0
19,0.0,0.0,-1.171421604980749e-10,0.0,0.0,-9.321632608248378e-05,0.0,0.0,0.0
20,0.0,0.0,-7.760798080095635e-11,0.0,0.0,-6.175685008869182e-05,0.0,0.0,0.0
21,0.0,0.0,4.168973816529265e-13,0.0,0.0,3.3174769959729005e-07,0.0,0.0,0.0
22,0.0,0.0,6.670216836255657e-11,0.0,0.0,5.307850777257082e-05,0.0,0.0,0.0
23,0.0,0.0,8.285330130448888e-11,0.0,0.0,6.593083411276539e-05,0.0,0.0,0.0
24,0.0,0.0,4.096811764273484e-11,0.0,0.0,3.2600537645312486e-05,0.0,0.0,0.0
25,0.0,0.0,-3.220831743689229e-11,0.0,0.0,-2.562989284131259e-05,0.0,0.0,0.0
26,0.0,0.0,-8.453971109628227e-11,0.0,0.0,-6.727280120977047e-05,0.0,0.0,0.0
27,0.0,0.0,-7.284089334679933e-11,0.0,0.0,-5.796342185840303e-05,0.0,0.0,0.0
28,0.0,0.0,-6.895803338440696e-12,0.0,0.0,-5.487362106551996e-06,0.0,0.0,0.0
29,0.0,0.0,5.294400231517172e-11,0.0,0.0,4.213039406938315e-05,0.0,0.0,0.0
30,0.0,0.0,5.5702636972850416e-11,0.0,0.0,4.432558823943471e-05,0.0,0.0,0.0
31,0.0,0.0,2.1978199033372347e-12,0.0,0.0,1.7489236659880754e-06,0.0,0.0,0.0
32,0.0,0.0,-6.559054583267988e-11,0.0,0.0,-5.219392985642999e-05,0.0,0.0,0.0
33,0.0,0.0,-9.85553426248669e-11,0.0,0.0,-7.842579406277455e-05,0.0,0.0,0.0
34,0.0,0.0,-6.8295352133695e-11,0.0,0.0,-5.43462899040281e-05,0.0,0.0,0.0
35,0.0,0.0,1.198963155230239e-11,0.0,0.0,9.540795556751088e-06,0.0,0.0,0.0
36,0.0,0.0,8.444703131286959e-11,0.0,0.0,6.719905091461529e-05,0.0,0.0,0.0
37,0.0,0.0,8.862639327348782e-11,0.0,0.0,7.052479431631839e-05,0.0,0.0,0.0
38,0.0,0.0,2.0840086615158024e-11,0.0,0.0,1.6583579312912718e-05,0.0,0.0,0.0
39,0.0,0.0,-6.193276778221076e-11,0.0,0.0,-4.92832388631946e-05,0.0,0.0,0.0
40,0.0,0.0,-1.079210859418274e-10,0.0,0.0,-8.587862043482172e-05,0.0,0.0,0.0
41,0.0,0.0,-1.230000785743589e-10,0.0,0.0,-9.787778698811852e-05,0.0,0.0,0.0
42,0.0,0.0,-1.395286505448967e-10,0.0,0.0,-0.00011103046189126556,0.0,0.0,0.0
43,0.0,0.0,-1.5706468396253812e-10,0.0,0.0,-0.00012498482812714406,0.0,0.0,0.0
44,0.0,0.0,-1.418620975164493e-10,0.0,0.0,-0.00011288731131995615,0.0,0.0,0.0
45,0.0,0.0,-8.06628894014675e-11,0.0,0.0,-6.41878053916044e-05,0.0,0.0,0.0
46,0.0,0.0,-1.1004062011795253e-11,0.0,0.0,-8.756524793140007e-06,0.0,0.0,0.0
47,0.0,0.0,2.1040008370775765e-11,0.0,0.0,1.674266782112708e-05,0.0,0.0,0.0
48,0.0,0.0,1.3623727678524705e-11,0.0,0.0,1.0841133852582384e-05,0.0,0.0,0.0
49,0.0,0.0,-2.1215068112453577e-13,0.0,0.0,-1.688197228584559e-07,0.0,0.0,0.0
50,0.0,0.0,-5.051753908160297e-15,0.0,0.0,-4.0199526591390715e-09,0.0,0.0,0.0
51,0.0,0.0,4.923598932424531e-13,0.0,0.0,3.9179728428501764e-07,0.0,0.0,0.0
52,0.0,0.0,-1.3538574761000961e-11,0.0,0.0,-1.0773373089992569e-05,0.0,0.0,0.0
53,0.0,0.0,-2.1196348401597852e-11,0.0,0.0,-1.686707600372242e-05,0.0,0.0,0.0
54,0.0,0.0,1.109999093123626e-11,0.0,0.0,8.832860600823016e-06,0.0,0.0,0.0
55,0.0,0.0,8.047928192815202e-11,0.0,0.0,6.404169903646305e-05,0.0,0.0,0.0
56,0.0,0.0,1.4183223090319052e-10,0.0,0.0,0.0001128635448472475,0.0,0.0,0.0
57,0.0,0.0,1.5731650255801745e-10,0.0,0.0,0.00012518521374586602,0.0,0.0,0.0
58,0.0,0.0,1.3961425376311673e-10,0.0,0.0,0.00011109858098237145,0.0,0.0,0.0
59,0.0,0.0,1.2331834392782164e-10,0.0,0.0,9.813104787081862e-05,0.0,0.0,0.0
60,0.0,0.0,1.081320090129383e-10,0.0,0.0,8.604646328227642e-05,0.0,0.0,0.0
61,0.0,0.0,6.183062797629345e-11,0.0,0.0,4.92019607186401e-05,0.0,0.0,0.0
62,0.0,0.0,-2.088899012741332e-11,0.0,0.0,-1.66224944714311e-05,0.0,0.0,0.0
