% Model,Evan_segmented_faraday_v6_suboptimal_v2.mph
% Version,COMSOL 5.5.0.359
% Date,"Mar 16 2021, 09:11"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),cw_eh_ratio,"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm),"ec.Ey*ec.Jy (W/m^3), Faraday Power",Sets chan width (y) to elec height (x) ratio
0.28,1.6666666666666667,0,50,0.9176525753909748,1800,6,60,140222.99598835167,44555.58370314986,17574.34444690619,-3204029.3612695877,3063804.2892305804,500,280,-5.93847143530841E8,50
0.28,1.6666666666666667,0,100,0.8639661479656813,1800,6,60,496639.6706221507,132455.56754336966,19296.939686239035,-9195361.24347342,8698748.82744178,500,280,-8.49737613700263E8,100
0.30000000000000004,1.6666666666666667,0,10,1.0965203235286294,1800,6,60,8167.54738542892,2405.83704314454,19503.6162425109,164685.76154406936,-172853.56091858592,500,300.00000000000006,1.2979664387128519E8,10
0.30000000000000004,1.6666666666666667,0,50,0.9180431787190929,1800,6,60,140424.9952710805,47745.60955619465,20009.957942021054,-3218147.5137876603,3077721.125472098,500,300.00000000000006,-5.974369238701593E8,50
0.30000000000000004,1.6666666666666667,0,100,0.8634843019833991,1800,6,60,496088.1129509684,141988.39119091924,21627.142448628918,-9250678.553649075,8754617.265548829,500,300.00000000000006,-8.55844917026242E8,100
0.32,1.6666666666666667,0,10,1.1052618406794077,1800,6,60,8309.215484820674,2145.8103686963686,22350.71177519494,190876.69968747624,-199185.66853834476,500,320,1.512547068578044E8,10
0.32,1.6666666666666667,0,50,0.9182003364866728,1800,6,60,140529.63333141903,52579.96468430051,21984.744627252214,-3234000.0243284935,3093474.3548813253,500,320,-6.015572242981869E8,50
0.32,1.6666666666666667,0,100,0.8631680782061765,1800,6,60,495650.47563948977,151810.80774344542,23521.52782101,-9294786.0413232,8799164.515872912,500,320,-8.609198524443276E8,100
0.33999999999999997,1.6666666666666667,0,10,1.1107946674196305,1800,6,60,8401.951637364486,1943.9898149208925,24486.749173434204,206985.7430997686,-215387.38162397087,500,339.99999999999994,1.6414091282855785E8,10
0.33999999999999997,1.6666666666666667,0,50,0.9181827292234508,1800,6,60,140557.07596900873,58729.02306795453,23448.397835042255,-3250440.2437667735,3109883.1709050867,500,339.99999999999994,-6.059304844854125E8,50
0.33999999999999997,1.6666666666666667,0,100,0.8629853020717969,1800,6,60,495325.0773682115,161650.33666738393,24931.176258394047,-9328350.560337933,8833052.176803023,500,339.99999999999994,-8.649938248421583E8,100
0.36,1.6666666666666667,0,10,1.1135545722541567,1800,6,60,8451.388613321047,1807.9058749817477,25888.313852652307,214254.5498387788,-222706.189780455,500,360,1.6959848191922316E8,10
0.36,1.6666666666666667,0,50,0.9180592064529103,1800,6,60,140527.444586966,65743.01040681716,24404.402602397484,-3266427.6151276785,3125899.9818395125,500,360,-6.10286368752163E8,50
0.36,1.6666666666666667,0,100,0.8629155995415112,1800,6,60,495112.47051930364,171165.57948863972,25858.21715101888,-9351948.786619136,8856860.655037496,500,360,-8.680884166598828E8,100
0.38,1.6666666666666667,0,10,1.114005991854526,1800,6,60,8464.205676078613,1732.8926879382307,26605.647725523148,214080.07496228674,-222544.26703679963,500,380,1.688559404989325E8,10
0.38,1.6666666666666667,0,50,0.9178611506674177,1800,6,60,140458.34533516815,73153.60286921696,24891.652489745407,-3281120.461483856,3140665.3676054906,500,380,-6.143937666986912E8,50
0.38,1.6666666666666667,0,100,0.8629614463822707,1800,6,60,495013.3189529231,180053.90369236394,26338.70147031836,-9366147.774750318,8871168.60756122,500,380,-8.702309436284472E8,100
0.4,1.6666666666666667,0,10,1.1125722836346283,1800,6,60,8447.17582801317,1711.3644562209865,26730.770298491556,207862.43473287008,-216309.7657833615,500,400,1.6310936361650705E8,10
0.4,1.6666666666666667,0,50,0.91761283212653,1800,6,60,140364.27701938007,80537.94699077622,24968.929426796694,-3293892.308227379,3153527.9573546685,500,400,-6.180725790263559E8,50
0.4,1.6666666666666667,0,100,0.8631122298445287,1800,6,60,495025.4302813177,188051.12623322674,26428.042272947878,-9371578.03593158,8876588.060613442,500,400,-8.714597458579638E8,100
0.42000000000000004,1.6666666666666667,0,10,1.109660114028459,1800,6,60,8406.655788385002,1735.0961516333532,26372.595014120085,196907.1797274335,-205314.00480612865,500,420.00000000000006,1.5345408051061875E8,10
0.42000000000000004,1.6666666666666667,0,50,0.9173377130188388,1800,6,60,140256.84608356396,87544.87869512201,24703.66367415938,-3304302.254991686,3164048.4599417164,500,420.00000000000006,-6.21191054065631E8,50
0.42000000000000004,1.6666666666666667,0,100,0.8633587171715378,1800,6,60,495144.0349891418,194980.4470172164,26189.68208552211,-9368900.7235308,8873786.094763758,500,420.00000000000006,-8.718246229666765E8,100
0.44000000000000006,1.6666666666666667,0,10,1.1056298968361156,1800,6,60,8348.286096146016,1798.7525637801823,25640.461220374655,182380.30597275821,-190728.48919088708,500,440.00000000000006,1.408555383532765E8,10
0.44000000000000006,1.6666666666666667,0,50,0.9170621293336009,1800,6,60,140144.95711754606,93916.99455538698,24163.711401618555,-3312077.9373924015,3171937.626839164,500,440.00000000000006,-6.236652078817111E8,50
0.44000000000000006,1.6666666666666667,0,100,0.8636776612770141,1800,6,60,495363.08939335623,200726.68028864436,25687.987640296593,-9358793.14603128,8863456.862917462,500,440.00000000000006,-8.713825285418258E8,100
0.45999999999999996,1.6666666666666667,0,10,1.1007803800224598,1800,6,60,8276.897500943554,1899.005272635226,24634.407066306667,165285.61899815174,-173562.57553092254,500,459.99999999999994,1.26138369690191E8,10
0.45999999999999996,1.6666666666666667,0,50,0.9167976522918176,1800,6,60,140035.31360458443,99472.98487084279,23412.58325019906,-3317091.655168739,3177056.926839061,500,459.99999999999994,-6.254504042345076E8,50
0.45999999999999996,1.6666666666666667,0,100,0.8640678296229719,1800,6,60,495675.62124170543,205253.2727027997,24983.222095593715,-9341949.374090267,8846300.846687317,500,459.99999999999994,-8.701987153535135E8,100
