% Model,Evan_segmented_faraday_v5.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 24 2021, 14:21"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ey*ec.Jy (W), Faraday Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm)
0.09,0,0,0.13141102428363688,1800,6,60,4598391.364556302,-7.67519350894428E7,363161.9722850444,2121.630534445479,-7.638665148662311E7,7.178857091198331E7,500,90
0.09,0,0.012,0.13141102446500907,1800,6,60,4598391.377075223,-7.675193511739641E7,363161.9834554484,2121.6306539763773,-7.638665150328685E7,7.178857128298439E7,500,90
0.09,1.6666666666666667,0,0.14723066017536732,1800,6,60,4429320.609607728,-7.592901482552886E7,-57909.29951193194,170866.29990776215,-7.581605782513341E7,7.138708696134791E7,500,90
0.09,1.6666666666666667,0.012,0.2911892304296314,1800,6,60,4460043.40963532,-2.725301588798688E8,288142.5648581686,747761.021791613,-2.7149425529322195E8,2.6703459228635442E8,500,90
0.13,0,0,0.17012704171354942,1800,6,60,7713672.951035279,-8.856019645235968E7,240197.3212108741,359.4506121189111,-8.831963968053658E7,8.060648677532807E7,500,130
0.13,0,0.012,0.17012704248194324,1800,6,60,7713673.020516178,-8.856019648472276E7,240197.33358880813,359.4506845001799,-8.831963970044886E7,8.060648882815708E7,500,130
0.13,1.6666666666666667,0,0.17397176145705429,1800,6,60,7457711.108289162,-8.804164560330608E7,-56412.64003673726,188299.6074317443,-8.79097586359115E7,8.045262283411525E7,500,130
0.13,1.6666666666666667,0.012,0.2955754504711119,1800,6,60,7554460.505205467,-3.153369398036982E8,668813.3086243235,726194.3007763167,-3.139419321942964E8,3.063881678067229E8,500,130
0.16999999999999998,0,0,0.17117038565967824,1800,6,60,7808591.94816477,-8.897691020635118E7,238248.30401639082,347.981257114398,-8.873831392107685E7,8.093025245182809E7,500,169.99999999999997
0.16999999999999998,0,0.012,0.17117038492092812,1800,6,60,7808591.88061947,-8.897691016596377E7,238248.29671665144,347.98122341025015,-8.873831388802467E7,8.093025040626842E7,500,169.99999999999997
0.16999999999999998,1.6666666666666667,0,0.17482958799967577,1800,6,60,7549292.761344355,-8.843687048335764E7,-83376.48397129404,171390.3651624409,-8.834885660216594E7,8.080014304989251E7,500,169.99999999999997
0.16999999999999998,1.6666666666666667,0.012,0.29523008815573987,1800,6,60,7647032.198436223,-3.164730621283338E8,320987.12676782545,662361.5861267908,-3.15489713415437E8,3.0784332884194267E8,500,169.99999999999997
0.21,0,0,0.17215015423636995,1800,6,60,7898249.768106999,-8.93792732711281E7,236545.864729981,345.40638751557384,-8.914238200000961E7,8.124466785812707E7,500,210
0.21,0,0.012,0.172150153856769,1800,6,60,7898249.733477079,-8.937927325989269E7,236545.85727952773,345.40633719209444,-8.914238199627571E7,8.124466685201547E7,500,210
0.21,1.6666666666666667,0,0.17565813465321703,1800,6,60,7635770.239190876,-8.882589905277441E7,-101492.82956415278,153834.99840826567,-8.877355688393055E7,8.113837074778408E7,500,210
0.21,1.6666666666666667,0.012,0.29497298159225654,1800,6,60,7734437.40823373,-3.1766805991217566E8,84108.0008995909,591633.5872798844,-3.1699231832399493E8,3.092585013743011E8,500,210
0.25,0,0,0.1730906516852082,1800,6,60,7984789.763223947,-8.977812367609929E7,235044.24165375935,344.60480938997694,-8.95427348296362E7,8.155848743599617E7,500,250
0.25,0,0.012,0.17309065081356123,1800,6,60,7984789.682623998,-8.977812363026373E7,235044.23323664186,344.6047643737174,-8.954273479226382E7,8.155848499325272E7,500,250
0.25,1.6666666666666667,0,0.17648121672256611,1800,6,60,7719222.824166541,-8.921351281515819E7,-116482.80091168579,137227.28699058478,-8.919276832907945E7,8.147413428849521E7,500,250
0.25,1.6666666666666667,0.012,0.29477884425286216,1800,6,60,7818786.471467493,-3.188866203876921E8,-114932.3968614621,522009.85140259104,-3.1847954293315023E8,3.106613539076283E8,500,250
0.29000000000000004,0,0,0.1739948530736692,1800,6,60,8068429.397638214,-9.017328287637247E7,233728.26732857502,344.6006489143135,-8.993921000839551E7,8.187132787873381E7,500,290.00000000000006
0.29000000000000004,0,0.012,0.17399485238798743,1800,6,60,8068429.3337529395,-9.017328283677839E7,233728.26267195662,344.60061221497807,-8.99392099734933E7,8.187132592212899E7,500,290.00000000000006
0.29000000000000004,1.6666666666666667,0,0.177298759902087,1800,6,60,7799868.266877854,-8.959830454710738E7,-129549.8580140931,122361.42776486752,-8.96054929773565E7,8.1806219424885E7,500,290.00000000000006
0.29000000000000004,1.6666666666666667,0.012,0.2946692923636913,1800,6,60,7900305.10700734,-3.201146074065798E8,-289674.3218062282,458259.3287906492,-3.1994602239959586E8,3.12046268069862E8,500,290.00000000000006
0.32999999999999996,0,0,0.17486389029295057,1800,6,60,8149222.569639508,-9.056320307804523E7,232585.30196297675,345.2518675040915,-9.033027252421492E7,8.218160031698349E7,500,329.99999999999994
0.32999999999999996,0,0.012,0.17486389081219503,1800,6,60,8149222.618162645,-9.056320310371043E7,232585.30678721648,345.2518562738158,-9.033027254506722E7,8.218160178541595E7,500,329.99999999999994
0.32999999999999996,1.6666666666666667,0,0.1781087416607161,1800,6,60,7877778.074145373,-8.997880309925145E7,-140730.77772087257,109515.83080131611,-9.001001804617125E7,8.213283945019495E7,500,329.99999999999994
0.32999999999999996,1.6666666666666667,0.012,0.2946484603518433,1800,6,60,7979088.076714253,-3.2134992322025084E8,-437131.51455449616,402617.50708950765,-3.213844372277164E8,3.134058965839054E8,500,329.99999999999994
0.37,0,0,0.1756959905071952,1800,6,60,8226954.401148692,-9.09458704978969E7,231601.83473699255,346.86977242049477,-9.07139217933867E7,8.248752367883915E7,500,370
0.37,0,0.012,0.17569599093209917,1800,6,60,8226954.441017951,-9.094587051787673E7,231601.8390096502,346.8698135215734,-9.071392180905372E7,8.248752488297084E7,500,370
0.37,1.6666666666666667,0,0.17890637881985974,1800,6,60,7952746.313325967,-9.035276595026891E7,-150348.9817173265,98777.43032531046,-9.040433750166173E7,8.245219486433333E7,500,370
0.37,1.6666666666666667,0.012,0.2947064575657334,1800,6,60,8054910.951066935,-3.225834747527364E8,-559547.0108968297,356011.01141876634,-3.227870107522151E8,3.1473265172973526E8,500,370
