% Model,Evan_continuous_faraday_v7.mph
% Version,COMSOL 5.5.0.359
% Date,"Feb 1 2021, 13:40"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ey*ec.Jy (W), Faraday Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm)
0.09,1.6666666666666667,0,0.357625216873518,1800,6,60,3.574381978993547E7,-3.1007655338108885E8,-1.4116700230574261E7,1004641.542261254,-3.231886120694026E8,2.8744471613945216E8,250,90
0.09,1.6666666666666667,0.012,0.5815625770462786,1800,6,60,3.8163983688508846E7,-1.1223677355612779E9,-4.040378146108553E7,5757048.210436447,-1.1570144688119261E9,1.1188503393149517E9,250,90
0.091,1.6666666666666667,0,0.3765383703170991,1800,6,60,4.175044818565374E7,-3.224187156243057E8,-1.2978586858865317E7,1000787.3983970708,-3.343965150847743E8,2.926459781839889E8,250,91
0.091,1.6666666666666667,0.012,0.5901786339262474,1800,6,60,4.49421015919809E7,-1.168481629482107E9,-3.3286551642274514E7,5694374.303941402,-1.1960738068204436E9,1.151131506256882E9,250,91
0.092,1.6666666666666667,0,0.39200316571592353,1800,6,60,4.702188098636632E7,-3.31057309988304E8,-1.1958371878083289E7,993780.9577393992,-3.420219009086475E8,2.949999997704233E8,250,92
0.092,1.6666666666666667,0.012,0.5970173625187531,1800,6,60,5.096263728186766E7,-1.2006894165375402E9,-2.7393794759274814E7,5611081.713192047,-1.222472129583623E9,1.1715092621176176E9,250,92
0.093,1.6666666666666667,0,0.4042448212382567,1800,6,60,5.144001544513346E7,-3.3700016533771807E8,-1.107890637659714E7,979968.526756069,-3.470991031875598E8,2.956590655143549E8,250,93
0.093,1.6666666666666667,0.012,0.6022923728843511,1800,6,60,5.606576936169774E7,-1.2228550759902365E9,-2.2573947724373475E7,5494589.4743266925,-1.2399344342402837E9,1.1838683983528826E9,250,93
0.094,1.6666666666666667,0,0.4136214981150851,1800,6,60,5.4990294094729215E7,-3.410420746056674E8,-1.0352631865124272E7,960288.6109008226,-3.504344178598902E8,2.954440978407788E8,250,94
0.094,1.6666666666666667,0.012,0.6063262432875206,1800,6,60,6.0210421293081865E7,-1.2379464915371296E9,-1.8744954373498037E7,5354955.8412386505,-1.2513364900693913E9,1.1911257662454119E9,250,94
0.095,1.6666666666666667,0,0.4205848868276089,1800,6,60,5.773292264453996E7,-3.4374986974943614E8,-9793106.855078671,937336.9775718581,-3.5260563962694305E8,2.94872691858845E8,250,95
0.095,1.6666666666666667,0.012,0.6092769589452526,1800,6,60,6.344373792582596E7,-1.2479174916328893E9,-1.6011095571251748E7,5207828.321391261,-1.2587207588827493E9,1.1952766959319394E9,250,95
0.096,1.6666666666666667,0,0.4256463247275886,1800,6,60,5.97794104611275E7,-3.45561881100888E8,-9368328.82936714,913867.5465184335,-3.5401634238373744E8,2.942369058099479E8,250,96
0.096,1.6666666666666667,0.012,0.6113975979016697,1800,6,60,6.587631909131732E7,-1.254554948438969E9,-1.4011736844894134E7,5067567.854566939,-1.2634991174292977E9,1.1976224512525873E9,250,96
0.097,1.6666666666666667,0,0.4292370407962446,1800,6,60,6.1255667229306E7,-3.4676960124011666E8,-9053286.029602973,892181.2246250606,-3.5493070604509485E8,2.936750095298498E8,250,97
0.097,1.6666666666666667,0.012,0.6128800026933141,1800,6,60,6.764302938156429E7,-1.2589790585306492E9,-1.255307465461749E7,4944319.237912667,-1.2665878139473557E9,1.1989444276135468E9,250,97
0.098,1.6666666666666667,0,0.43172368344900225,1800,6,60,6.228727053127645E7,-3.4756892400298655E8,-8827058.039073627,873642.2266007717,-3.5552233981545913E8,2.932350372352948E8,250,98
0.098,1.6666666666666667,0.012,0.6138930932885515,1800,6,60,6.888355748584837E7,-1.261914904557203E9,-1.1511211230658172E7,4842796.582960944,-1.2685833192049022E9,1.199699398701106E9,250,98
0.099,1.6666666666666667,0,0.4334022499996101,1800,6,60,6.298655012397517E7,-3.48092934153072E8,-8670432.806441382,858756.9708731263,-3.5590460998864114E8,2.929180294636873E8,250,99
0.099,1.6666666666666667,0.012,0.6145705926475499,1800,6,60,6.972666230542971E7,-1.263845379862042E9,-1.079023229917063E7,4763708.512075735,-1.2698719036491365E9,1.200144869837441E9,250,99
0.09999999999999999,1.6666666666666667,0,0.4345104227696824,1800,6,60,6.3447234490785755E7,-3.4843360958493984E8,-8564965.612699777,847409.93349344,-3.5615116526414657E8,2.9270390068266785E8,250,99.99999999999999
0.09999999999999999,1.6666666666666667,0.012,0.6150177604481225,1800,6,60,7.028175855019291E7,-1.2651156463661733E9,-1.029205970653211E7,4704943.384449247,-1.2707027626882546E9,1.2004206275385952E9,250,99.99999999999999
