% Model,Evan_continuous_faraday_v7.mph
% Version,COMSOL 5.5.0.359
% Date,"Feb 1 2021, 13:27"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ey*ec.Jy (W), Faraday Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm)
0.09,1.6666666666666667,0,0.3576252172077704,1800,6,60,3.574381995399371E7,-3.1007655372261834E8,-1.4116699989501309E7,1004641.5378448348,-3.2318861217427593E8,2.87444717042507E8,250,90
0.09,1.6666666666666667,0.012,0.5815625772348159,1800,6,60,3.816398378665105E7,-1.1223677364479766E9,-4.040378063922146E7,5757048.208180212,-1.1570144688790188E9,1.1188503400133514E9,250,90
0.13,1.6666666666666667,0,0.4385683857413872,1800,6,60,6.494538355783525E7,-3.496993457254307E8,-8338119.758813864,784610.2192821252,-3.572528552649623E8,2.92307442970294E8,250,130
0.13,1.6666666666666667,0.012,0.6166385102991822,1800,6,60,7.18821076582547E7,-1.2701859678140671E9,-8594293.236010894,4414065.503574502,-1.2743661955465026E9,1.202483722740524E9,250,130
0.16999999999999998,1.6666666666666667,0,0.4415760764462347,1800,6,60,6.5997704711892575E7,-3.5061243762966454E8,-8263151.865067564,704411.265229176,-3.581711782295031E8,2.9217343879575604E8,250,169.99999999999997
0.16999999999999998,1.6666666666666667,0.012,0.6173795701471884,1800,6,60,7.292279449821767E7,-1.2733910293951952E9,-8101862.7405201495,4027816.4653323893,-1.2774650756703804E9,1.2045422494663815E9,250,169.99999999999997
0.21,1.6666666666666667,0,0.4445437935555056,1800,6,60,6.702576050336921E7,-3.5149986056161636E8,-8186684.262508249,616653.2669603642,-3.5906989155716413E8,2.9204409779394275E8,250,210
0.21,1.6666666666666667,0.012,0.6180881517126593,1800,6,60,7.39460162115071E7,-1.2763886688880305E9,-7731573.615517076,3577495.925849692,-1.2805427465776982E9,1.2065967344922152E9,250,210
