% Model,Evan_segmented_faraday_v6_suboptimal_v3.mph
% Version,COMSOL 5.5.0.359
% Date,"Feb 24 2021, 09:13"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm),"ec.Ey*ec.Jy (W/m^3), Faraday Power"
0.02,1.6666666666666667,0,0.8136530928957297,1800,6,60,2770335.7755587315,-201628.02205954262,247013.11995613464,-2590324.79969472,-180012.58137486276,100,20,-5.729804125198451E8
0.025,1.6666666666666667,0,0.8129691738853635,1800,6,60,2769202.232992463,-202433.0465552773,246693.26578759012,-2598253.9227118776,-170950.17574787332,100,25,-5.744595960748212E8
0.03,1.6666666666666667,0,0.8121130978923427,1800,6,60,2760871.127126505,-207946.50519344668,246141.3904274276,-2631837.182664801,-129035.71387325432,100,30,-5.804417538910391E8
0.035,1.6666666666666667,0,0.8113236027551806,1800,6,60,2752623.1709113456,-213359.65850780706,245577.82633788922,-2665098.597593887,-87524.66406011899,100,35,-5.863732098747663E8
0.04,1.6666666666666667,0,0.8106098361543598,1800,6,60,2744518.353625493,-218647.83266079606,245004.33380716632,-2697802.360437426,-46718.03413738127,100,40,-5.922084481703823E8
0.045,1.6666666666666667,0,0.8099750091207709,1800,6,60,2736617.238340235,-223785.46689142578,244425.60373961314,-2729724.2831803933,-6894.803818045992,100,45,-5.979053087018634E8
0.05,1.6666666666666667,0,0.8094215099476126,1800,6,60,2728962.0097777164,-228758.39558835808,243846.90557148852,-2760679.447966301,31716.013361670783,100,50,-6.034278169455223E8
0.05500000000000001,1.6666666666666667,0,0.8089498055629457,1800,6,60,2721584.0057635913,-233556.71958804713,243272.88099197976,-2790527.692203853,68941.3920605993,100,55.00000000000001,-6.087486638277725E8
0.06,1.6666666666666667,0,0.808559686996957,1800,6,60,2714507.782500838,-238172.42721048323,242707.76025517873,-2819175.224932437,104665.75117189568,100,60,-6.138501212993681E8
0.065,1.6666666666666667,0,0.8082448824918392,1800,6,60,2707741.0360609055,-242605.06329209782,242154.18114674275,-2846576.594278239,138833.848670892,100,65,-6.187229808984452E8
0.07,1.6666666666666667,0,0.8080034536239639,1800,6,60,2701279.332410859,-246862.98301097687,241615.07422229712,-2872736.204697982,171454.99951791536,100,70,-6.233670208498417E8
0.075,1.6666666666666667,0,0.80783709174202,1800,6,60,2695109.3764157495,-250964.27910632754,241094.89118252174,-2897667.482434572,202556.6931168796,100,75,-6.277821944588503E8
0.08,1.6666666666666667,0,0.8077582790944791,1800,6,60,2689227.990769285,-254927.001844561,240599.45969380147,-2921329.7174326694,232099.75332643985,100,80,-6.319569946264936E8
0.085,1.6666666666666667,0,0.8077769212411373,1800,6,60,2683664.629753718,-258750.54284909467,240135.95821205672,-2943584.8105042144,259918.6489096214,100,85,-6.358630925798142E8
0.09000000000000001,1.6666666666666667,0,0.8078930793632689,1800,6,60,2678482.211474119,-262406.23654913035,239710.4074507488,-2964187.9017525767,285703.7556523776,100,90.00000000000001,-6.394547984030823E8
0.095,1.6666666666666667,0,0.8080936461923953,1800,6,60,2673779.4587260317,-265827.30097108777,239326.9236685308,-2982824.2444739635,309043.553289289,100,95,-6.426791015589949E8
0.1,1.6666666666666667,0,0.8083509973402863,1800,6,60,2669668.449607088,-268915.44650646846,238986.2887060645,-2999156.014599232,329486.7316469252,100,100,-6.454840993040831E8
