,mu0,eps,gamma,K,alpha,H_s,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt
0,1.25667e-06,8.5422e-12,0,0,0.0,<Research.field_class.Field_2 object at 0x7efe2de6a908>,[0.04],[0.04],[0.04],[75.],[75.],[1.],4e-07,1e-10
