,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,0.201,0.001,0.001,0.001,201.0,201.0,1,1.158378525892983e-10,2.316757051785966e-12,0.3475135577678949
