,B.x,B.y,B.z,H.x,H.y,H.z,M.x,M.y,M.z
0,0.0,0.0,-3.700812646927939e-92,0.0,0.0,-2.9449359393698736e-86,0.0,0.0,0.0
1,0.0,0.0,-6.535232806726695e-91,0.0,0.0,-5.200436715069744e-85,0.0,0.0,0.0
2,0.0,0.0,-1.2039181739948107e-89,0.0,0.0,-9.580225309705894e-84,0.0,0.0,0.0
3,0.0,0.0,-2.1969237293233448e-88,0.0,0.0,-1.7482105320596057e-82,0.0,0.0,0.0
4,0.0,0.0,-3.9692055443382666e-87,0.0,0.0,-3.1585106227874196e-81,0.0,0.0,0.0
5,0.0,0.0,-7.097544850112883e-86,0.0,0.0,-5.6478986926662395e-80,0.0,0.0,0.0
6,0.0,0.0,-1.2556407727722722e-84,0.0,0.0,-9.991809884633772e-79,0.0,0.0,0.0
7,0.0,0.0,-2.196861528347764e-83,0.0,0.0,-1.7481610353933525e-77,0.0,0.0,0.0
8,0.0,0.0,-3.799592761896183e-82,0.0,0.0,-3.023540596891931e-76,0.0,0.0,0.0
9,0.0,0.0,-6.493435680565705e-81,0.0,0.0,-5.167176490698198e-75,0.0,0.0,0.0
10,0.0,0.0,-1.0959965987115912e-79,0.0,0.0,-8.721435211404675e-74,0.0,0.0,0.0
11,0.0,0.0,-1.8260896087317834e-78,0.0,0.0,-1.4531178501370952e-72,0.0,0.0,0.0
12,0.0,0.0,-3.001788436434712e-77,0.0,0.0,-2.3886847274421385e-71,0.0,0.0,0.0
13,0.0,0.0,-4.865580746343458e-76,0.0,0.0,-3.871804647475836e-70,0.0,0.0,0.0
14,0.0,0.0,-7.771781279186442e-75,0.0,0.0,-6.184424931912469e-69,0.0,0.0,0.0
15,0.0,0.0,-1.2225144795224348e-73,0.0,0.0,-9.728206128278983e-68,0.0,0.0,0.0
16,0.0,0.0,-1.892479212701041e-72,0.0,0.0,-1.5059476335880074e-66,0.0,0.0,0.0
17,0.0,0.0,-2.8808844630844082e-71,0.0,0.0,-2.2924749242716135e-65,0.0,0.0,0.0
18,0.0,0.0,-4.3091115723894475e-70,0.0,0.0,-3.428992155768378e-64,0.0,0.0,0.0
19,0.0,0.0,-6.32760611903505e-69,0.0,0.0,-5.03521697743644e-63,0.0,0.0,0.0
20,0.0,0.0,-9.113259942304983e-68,0.0,0.0,-7.2519117527314115e-62,0.0,0.0,0.0
21,0.0,0.0,-1.2860280667759043e-66,0.0,0.0,-1.0233617948832265e-60,0.0,0.0,0.0
22,0.0,0.0,-1.7762023355574615e-65,0.0,0.0,-1.4134198600726217e-59,0.0,0.0,0.0
23,0.0,0.0,-2.3981788206902443e-64,0.0,0.0,-1.9083600473395914e-58,0.0,0.0,0.0
24,0.0,0.0,-3.161212070920643e-63,0.0,0.0,-2.515546699547728e-57,0.0,0.0,0.0
25,0.0,0.0,-4.062493819913235e-62,0.0,0.0,-3.232745127927965e-56,0.0,0.0,0.0
26,0.0,0.0,-5.0818813300948535e-61,0.0,0.0,-4.0439266713575195e-55,0.0,0.0,0.0
27,0.0,0.0,-6.177441809813463e-60,0.0,0.0,-4.9157231491270287e-54,0.0,0.0,0.0
28,0.0,0.0,-7.2833230994272125e-59,0.0,0.0,-5.795732451182262e-53,0.0,0.0,0.0
29,0.0,0.0,-8.31162193218058e-58,0.0,0.0,-6.6140052139229704e-52,0.0,0.0,0.0
30,0.0,0.0,-9.159613141529642e-57,0.0,0.0,-7.288797489818044e-51,0.0,0.0,0.0
31,0.0,0.0,-9.722759608801092e-56,0.0,0.0,-7.736923463439958e-50,0.0,0.0,0.0
32,0.0,0.0,-9.912348805738506e-55,0.0,0.0,-7.887789798227464e-49,0.0,0.0,0.0
33,0.0,0.0,-9.674687307126693e-54,0.0,0.0,-7.69866974394765e-48,0.0,0.0,0.0
34,0.0,0.0,-9.007139943472605e-53,0.0,0.0,-7.167466354311478e-47,0.0,0.0,0.0
35,0.0,0.0,-7.965736986795221e-52,0.0,0.0,-6.338765934410165e-46,0.0,0.0,0.0
36,0.0,0.0,-6.660294284251089e-51,0.0,0.0,-5.299954868224028e-45,0.0,0.0,0.0
37,0.0,0.0,-5.236161041673558e-50,0.0,0.0,-4.1666953469674285e-44,0.0,0.0,0.0
38,0.0,0.0,-3.846099638800081e-49,0.0,0.0,-3.060548623584617e-43,0.0,0.0,0.0
39,0.0,0.0,-2.6197981736917858e-48,0.0,0.0,-2.0847145023687887e-42,0.0,0.0,0.0
40,0.0,0.0,-1.6401799840878187e-47,0.0,0.0,-1.3051795491957464e-41,0.0,0.0,0.0
41,0.0,0.0,-9.33745408075956e-47,0.0,0.0,-7.430315103216882e-41,0.0,0.0,0.0
42,0.0,0.0,-4.770311538320788e-46,0.0,0.0,-3.79599380769875e-40,0.0,0.0,0.0
43,0.0,0.0,-2.1509652330306133e-45,0.0,0.0,-1.7116388813535878e-39,0.0,0.0,0.0
44,0.0,0.0,-8.377699888204086e-45,0.0,0.0,-6.666587002318895e-39,0.0,0.0,0.0
45,0.0,0.0,-2.737314220339044e-44,0.0,0.0,-2.1782283497967202e-38,0.0,0.0,0.0
46,0.0,0.0,-7.192183695313311e-44,0.0,0.0,-5.723207918795954e-38,0.0,0.0,0.0
47,0.0,0.0,-1.4194844053482029e-43,0.0,0.0,-1.1295601910988588e-37,0.0,0.0,0.0
48,0.0,0.0,-1.8380424396026735e-43,0.0,0.0,-1.4626293614096569e-37,0.0,0.0,0.0
49,0.0,0.0,-9.728750952470902e-44,0.0,0.0,-7.74169109827632e-38,0.0,0.0,0.0
50,0.0,0.0,9.728750952470902e-44,0.0,0.0,7.74169109827632e-38,0.0,0.0,0.0
51,0.0,0.0,1.8380424396026735e-43,0.0,0.0,1.4626293614096569e-37,0.0,0.0,0.0
52,0.0,0.0,1.4194844053482025e-43,0.0,0.0,1.1295601910988586e-37,0.0,0.0,0.0
53,0.0,0.0,7.192183695313311e-44,0.0,0.0,5.723207918795954e-38,0.0,0.0,0.0
54,0.0,0.0,2.737314220339044e-44,0.0,0.0,2.1782283497967202e-38,0.0,0.0,0.0
55,0.0,0.0,8.377699888204084e-45,0.0,0.0,6.666587002318894e-39,0.0,0.0,0.0
56,0.0,0.0,2.1509652330306133e-45,0.0,0.0,1.7116388813535878e-39,0.0,0.0,0.0
57,0.0,0.0,4.770311538320788e-46,0.0,0.0,3.79599380769875e-40,0.0,0.0,0.0
58,0.0,0.0,9.33745408075956e-47,0.0,0.0,7.430315103216882e-41,0.0,0.0,0.0
59,0.0,0.0,1.6401799840878184e-47,0.0,0.0,1.3051795491957462e-41,0.0,0.0,0.0
60,0.0,0.0,2.6197981736917858e-48,0.0,0.0,2.0847145023687887e-42,0.0,0.0,0.0
