,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL,Time tiken
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,16,0.2,0.2,0.2,81.0,81.0,1,1.255e-07,5e-10,0.7630351018479103,779.48
