,E.x,E.y,E.z
0,0.0,0.0,0.0
1,0.0,-3.633058178662349e-05,0.0
2,0.0,1.5162390038776804e-06,0.0
3,0.0,0.00022584219254289322,0.0
4,0.0,0.0003039338829612088,0.0
5,0.0,6.008366808061012e-05,0.0
6,0.0,5.938127804754189e-05,0.0
7,0.0,0.00044572983289974284,0.0
8,0.0,0.0005841487365717428,0.0
9,0.0,0.00032303459842839574,0.0
10,0.0,0.00017300023903472274,0.0
11,0.0,0.0005822365650189612,0.0
12,0.0,0.001285794765248349,0.0
13,0.0,0.0011206826551746947,0.0
14,0.0,-5.804471154893657e-05,0.0
15,0.0,-0.00010113876884213998,0.0
16,0.0,0.002247290917824019,0.0
17,0.0,0.004159429260860894,0.0
18,0.0,0.001931507889855217,0.0
19,0.0,-0.002418250232175388,0.0
20,0.0,-0.0018131937459627116,0.0
21,0.0,0.006113325505152717,0.0
22,0.0,0.013474339715621838,0.0
23,0.0,0.009990538911711384,0.0
24,0.0,-0.003982952978140562,0.0
25,0.0,-0.014891370275097453,0.0
26,0.0,-0.008092071547088185,0.0
27,0.0,0.017976548324033934,0.0
28,0.0,0.049179197749526136,0.0
29,0.0,0.06611920847491938,0.0
30,0.0,0.05763544406036787,0.0
31,0.0,0.02666975958188722,0.0
32,0.0,-0.01361005933487799,0.0
33,0.0,-0.04859334915252428,0.0
34,0.0,-0.06917370162347038,0.0
35,0.0,-0.07380160294059311,0.0
36,0.0,-0.06642745143755059,0.0
37,0.0,-0.052954644470057224,0.0
38,0.0,-0.03849714078449565,0.0
39,0.0,-0.026134563710675796,0.0
40,0.0,-0.017018189255970477,0.0
41,0.0,-0.011007004458599798,0.0
42,0.0,-0.007403191574432921,0.0
43,0.0,-0.005414518171124111,0.0
44,0.0,-0.00440292430398535,0.0
45,0.0,-0.0039282565424822264,0.0
46,0.0,-0.0037268072057803367,0.0
47,0.0,-0.003652446784683374,0.0
48,0.0,-0.0036321369238596444,0.0
49,0.0,-0.0036319282284787576,0.0
50,0.0,-0.0036389492133493406,0.0
51,0.0,-0.003653150988028172,0.0
52,0.0,-0.003687299979499131,0.0
53,0.0,-0.00377510152262852,0.0
54,0.0,-0.003989801519681547,0.0
55,0.0,-0.004476843102200132,0.0
56,0.0,-0.005500765349432615,0.0
57,0.0,-0.007500321558228003,0.0
58,0.0,-0.011115263062037525,0.0
59,0.0,-0.017135594542693634,0.0
60,0.0,-0.026261632757975207,0.0
61,0.0,-0.038631662820737996,0.0
62,0.0,-0.05309701308195545,0.0
63,0.0,-0.06657596830289525,0.0
64,0.0,-0.07395560437390258,0.0
65,0.0,-0.0693331260185044,0.0
66,0.0,-0.04875520985164876,0.0
67,0.0,-0.013776827723017748,0.0
68,0.0,0.026503975659631286,0.0
69,0.0,0.05746629358150159,0.0
70,0.0,0.06595361391065982,0.0
71,0.0,0.04901433306780905,0.0
72,0.0,0.017815105151186547,0.0
73,0.0,-0.008246479649554722,0.0
74,0.0,-0.015045737149523614,0.0
75,0.0,-0.004126416843477587,0.0
76,0.0,0.009844061537945686,0.0
77,0.0,0.013333641283008795,0.0
78,0.0,0.005973580215671173,0.0
79,0.0,-0.0019588498469057638,0.0
80,0.0,-0.002551186214099121,0.0
81,0.0,0.0017930519559661493,0.0
82,0.0,0.004039812313599351,0.0
83,0.0,0.0021462894133181865,0.0
84,0.0,-0.00019652358019485114,0.0
85,0.0,-0.00012134685322805975,0.0
86,0.0,0.0010463652901792075,0.0
87,0.0,0.0012051811692661426,0.0
88,0.0,0.0005043846429931271,0.0
89,0.0,6.307963470430212e-05,0.0
90,0.0,0.00024780702347510365,0.0
91,0.0,0.0005461446270050612,0.0
92,0.0,0.00042483169610170083,0.0
93,0.0,9.608101242506204e-05,0.0
94,0.0,5.0487958339613923e-05,0.0
95,0.0,0.0002320378106520355,0.0
96,0.0,0.00018975735573710528,0.0
97,0.0,-4.57541846645256e-05,0.0
98,0.0,2.2496927256685405e-05,0.0
99,0.0,0.0002127719387334495,0.0
100,-4.155266938502244e-05,0.0,0.0
101,-0.00018059740245475082,0.0,0.0
102,-0.00026716639369197106,0.00010271415128309936,0.0
103,-9.232847162996456e-05,8.80852302411291e-05,0.0
104,0.00010694514073398408,5.1004270480875194e-05,0.0
105,-7.388795345461885e-05,0.00010466027059725025,0.0
106,-0.0003640589009495691,0.00024091676226924247,0.0
107,-0.0002611714238714101,0.00034955222554252524,0.0
108,1.3352513888996962e-05,0.00034284235582153597,0.0
109,-1.2871408830152233e-05,0.0003096247988113101,0.0
110,-0.0003003712365390854,0.0003492585211475635,0.0
111,-0.0003762163084128726,0.0004605000667436859,0.0
112,7.17707038487638e-05,0.0006580816368927377,0.0
113,0.0004001009754399263,0.0008378077529866936,0.0
114,-0.0002819052614769482,0.0007923523835835602,0.0
115,-0.0012658617401940082,0.0006239615253679007,0.0
116,-0.0008358959239053754,0.0008828177098749158,0.0
117,0.0009563881130414802,0.0018173251015353748,0.0
118,0.0015970251345229381,0.002367145223914013,0.0
119,-0.0006082837258971473,0.0012908708683737873,0.0
120,-0.003389845486044306,-0.00021294137175531075,0.0
121,-0.0028141836787101415,0.0009683680141844874,0.0
122,0.0015382435739035364,0.005537663697818537,0.0
123,0.0052981950269348895,0.009121912463008138,0.0
124,0.003688514705782763,0.006230587458680015,0.0
125,-0.0032086666864107123,-0.002373272656988475,0.0
126,-0.010247351870398616,-0.007994188882904013,0.0
127,-0.011794176215629159,-0.0010533863631002711,0.0
128,-0.0062848046671040315,0.019523372669264474,0.0
129,0.0030211084507155064,0.04366982620100103,0.0
130,0.011028224924142613,0.05681329535709983,0.0
131,0.01424154154460675,0.04962832758694074,0.0
132,0.012322210306638942,0.02345644296142305,0.0
133,0.007304316728803428,-0.011690728096910175,0.0
134,0.001821393154208641,-0.0435754555746888,0.0
135,-0.0022646564097893868,-0.06369077804887559,0.0
136,-0.004336217796709713,-0.06971555337659509,0.0
137,-0.004689313931823589,-0.06435589005063026,0.0
138,-0.004022603355729881,-0.052601548334943356,0.0
139,-0.002979368282444263,-0.03916385136058935,0.0
140,-0.0019832941181568546,-0.027177798783961413,0.0
141,-0.0012135043859829765,-0.018014263420257897,0.0
142,-0.0006968649801664993,-0.011776794190773675,0.0
143,-0.000383217312139291,-0.007919830980249393,0.0
144,-0.00020720890702602055,-0.005728165839151314,0.0
145,-0.00011379509653634522,-0.004578932709098617,0.0
146,-6.475166568423175e-05,-0.004021670352971893,0.0
147,-3.827044998563356e-05,-0.00377585063663245,0.0
148,-2.152925174530333e-05,-0.00367892800038197,0.0
149,-8.72709458186448e-06,-0.0036488781220999768,0.0
150,4.295332357852076e-06,-0.0036447303856422023,0.0
151,2.12310800925552e-05,-0.003651971640289056,0.0
152,4.8310986970570535e-05,-0.003670086735762872,0.0
153,9.807580672075477e-05,-0.0037143798863771512,0.0
154,0.00019248332068064214,-0.0038248663423787067,0.0
155,0.000369909004546972,-0.00408420903364143,0.0
156,0.0006849574762727268,-0.004654268786066463,0.0
157,0.0012038431473924026,-0.0058158138211583605,0.0
158,0.001975347122008368,-0.008019207229347673,0.0
159,0.0029743822698554655,-0.011886767036653489,0.0
160,0.004019309869006832,-0.018134629690540728,0.0
