,B.x,B.y,B.z,H.x,H.y,H.z,M.x,M.y,M.z
0,0.0,0.0,100.00026881721097,-0.1255087415934383,-0.12550874159440153,79575499.65417247,0.1255087415934383,0.12550874159440153,99.999842475495
1,-1.2075016478657665e+27,0.0,99.99998749327945,-9.60874094126355e+32,-4.971874593409827e-16,79575375.78941126,-100.00000000001674,4.971874593409827e-16,-2.671828683361531e-13
2,-1.830889608973163e+26,0.0,99.99976821421508,-1.4569374688447746e+32,-0.05566926851669784,79575299.91876644,-16.54670317431053,0.05566926851669784,-98.62151649106431
3,-2.892017123098656e+25,0.0,99.99972134149138,-2.301333781421261e+31,0.0015049915017607584,79575165.21130376,99.9926403920448,-0.0015049915017607584,-1.2132045030818428
4,-4.838110108883991e+24,0.0,99.99983657068346,-3.849944781751766e+30,-3.8138941001355226e-05,79575255.66177878,99.9999953808667,3.8138941001355226e-05,0.030394559156401206
5,-8.701456800867517e+23,0.0,100.00001790912741,-6.924217814436183e+29,-1.7312794319887205e-05,79575399.97914293,99.99999904827582,1.7312794319887205e-05,0.0137966743142386
6,-1.69548732499821e+23,0.0,100.0001391499439,-1.3491905790686576e+29,0.17917557122913416,79575509.93510164,99.08925334005927,-0.17917557122913416,-13.464314636434107
7,-3.56802603869265e+22,0.0,100.000187683471,-2.839270483653346e+28,-2.8782447509534366e-13,79575535.0915284,-100.00000000002316,2.8782447509534366e-13,-4.465159591538681e-11
8,-8.011685088677233e+21,0.0,100.00011274605366,-6.375329313723756e+27,-1.4131487505637165e-14,79575475.45978948,-100.00000000002191,1.4131487505637165e-14,-2.2926386181603006e-12
9,-1.889549428203011e+21,0.0,100.00003758676492,-1.5036162462722997e+27,-1.1931739515303737e-05,79575415.64498541,-99.99999978811638,1.1931739515303737e-05,0.0065101510681993095
10,-4.613456232722762e+20,0.0,100.0000059833085,-3.6711755932128264e+26,0.09838057762774315,79575384.54292297,-99.82218550285563,-0.09838057762774315,5.960000226564058
11,-1.1530538223717265e+20,0.0,99.99996671269662,-9.175470269615145e+25,0.14961426928107438,79575313.57673417,-88.9586403910513,-0.14961426928107438,45.676448147282215
12,-2.926762569021655e+19,0.0,99.99992240209943,-2.3289826040421553e+25,0.2517390830688731,79575280.65540022,-90.1210394752839,-0.2517390830688731,43.33745344772553
13,-7.504112033405639e+18,0.0,99.99994858202659,-5.971426097070543e+24,0.09167425462324699,79575321.64310752,-97.27570183761293,-0.09167425462324699,23.1825241903714
14,-1.9363414419647954e+18,0.0,99.99991936769358,-1.5408511717195408e+24,-0.05378424426637051,79575328.43486996,-99.76463987665801,0.05378424426637051,-6.856656440418758
15,-5.0152311822692685e+17,0.0,99.99988293459427,-3.9908895591279084e+23,-0.00458626500247807,79575293.08749856,-99.99874455955188,0.00458626500247807,-0.5010643527926706
16,-1.3009794989202882e+17,0.0,99.99994521612044,-1.0352594546860259e+23,0.00020014620113686802,79575342.13710926,-99.9999994908288,-0.00020014620113686802,0.010089630194051288
17,-3.3625645468507364e+16,0.0,99.99995194866688,-2.6757737089695276e+22,4.5707772418799977e-07,79575347.5046207,-100.00000000002709,-4.5707772418799977e-07,2.8003316375691764e-05
18,-8172730042214705.0,0.0,100.000000994065,-6.503481456718713e+21,1.3154297996723857e-11,79575386.53271344,-100.00000000003313,-1.3154297996723857e-11,8.067800703327193e-10
19,0.0,1.2075016478657665e+27,99.99997910954306,-1.1222938359639048e-15,9.60874094126355e+32,79575369.1180207,1.1222938359639048e-15,100.0000000000165,-2.6564547940324595e-14
20,0.0,-1.0244126869684505e+27,100.00008419597884,-1.8149533742330507e-15,-8.151803472418777e+32,79575452.74095732,1.8149533742330507e-15,-100.0000000000176,3.474739504609759e-14
21,-2.924292942464381e+27,-1.5416878966632973e+26,100.00003276842926,-2.3270173891828252e+33,-1.2268040907026486e+32,79575411.81728637,-99.86131875001476,-5.264695386303558,-2.5034725760911793e-14
22,4.223190717716107e+26,-2.408206112210258e+25,99.9998298163893,3.360620304229517e+32,-1.9163393032460854e+31,79575250.3174177,99.83781141368975,-5.6931021533508535,-3.7208710562522896e-13
23,5.854075034164614e+25,-3.967964428797241e+24,99.99976891863228,4.658402790044016e+31,-3.1575230003081486e+30,79575201.85779329,99.771072547156,-6.762623957742399,-6.362573776281528e-07
24,8.005548992489295e+24,-7.005969475869306e+23,99.9998453897792,6.370446491512723e+30,-5.575027235367523e+29,79575262.71807367,99.56748275729318,-9.290657255542904,-0.008070889330079073
25,1.0652035126811787e+24,-1.338684721128944e+23,100.00000947445207,8.476398041499986e+29,-1.0652635307033223e+29,79575393.28103343,99.20843373797175,-12.557335516039553,-1.9269858719123893e-05
26,1.3337842800004086e+23,-2.7668575298249262e+22,100.00013907752086,1.0613639857722462e+29,-2.2017375522809698e+28,79575496.41305827,96.90260968076358,-24.695834406892235,9.783122826812075e-05
27,1.4248848682089374e+22,-6.122135660474226e+21,100.0001206842345,1.1338576302521246e+28,-4.8717130674514594e+27,79575481.77662724,91.87825389726123,-39.47640384831125,2.8081683030254337e-07
28,7.566395008044804e+20,-1.4282038049307343e+21,100.00007111978705,6.020988014391053e+26,-1.1364986869510169e+27,79575443.03677094,48.08179714926297,-87.67923950519177,-0.7012436761158681
29,-2.3944517565729233e+20,-3.460402410351035e+20,100.00003017470488,-1.9053942216913935e+26,-2.753628566251311e+26,79575409.69624558,-56.26815713487477,-82.66735289786034,0.05707460425497129
