% Model,Evan_segmented_faraday_v4.mph
% Version,COMSOL 5.5.0.359
% Date,"Nov 11 2020, 12:49"
% Table,Probe Table 1 - 
% wire_rad (m),beta (1),beta_i (1),"ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ey*ec.Jy (W/m^3), Faraday Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Jz*ec.Ez (W/m^3), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power","abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","Electric field, x component (V/m), Electric Field . x","Electric field, y component (V/m), Electric Field . y","Electric field, z component (V/m), Electric Field . z",chan_len/el_len (1),ins_seg_len/el_len (1)
0.01,0.5,0,4.6176457280878296E10,-1.3087873212349312E9,1.323680550280854E7,612125.0935000838,-1.294938390638621E9,0.37691625554457225,1800,6,60,-0.4958178715143603,4070.695559881379,0.18010243536325904,5.5,0.5
0.02,0.5,0,2.2558084020564907E10,-1.2799123129228492E9,1.4057816500837017E7,650452.4179681093,-1.2652040440040445E9,0.3577344124384557,1800,6,60,-0.5110888234136619,3863.5309835338894,0.18471147001869068,5.5,0.5
0.03,0.5,0,1.5041389189161161E10,-1.280155954297138E9,1.4077944133166784E7,650083.0568998927,-1.265427927107068E9,0.357902139921084,1800,6,60,-0.510965592577753,3865.341990448392,0.18526951219387633,5.5,0.5
0.04,0.5,0,1.127826447281039E10,-1.2798257491980116E9,1.405964586600162E7,650570.0745864352,-1.2651155332574239E9,0.3576804986881675,1800,6,60,-0.5111335704933858,3862.9487085482647,0.18425927424049007,5.5,0.5
0.05,0.5,0,9.022678707876118E9,-1.2798344864420629E9,1.405942458156384E7,650559.7808028933,-1.2651245020796938E9,0.3576859145151517,1800,6,60,-0.5111327960491869,3863.0072003300356,0.1877167657866564,5.5,0.5
0.060000000000000005,0.5,0,7.514414282343195E9,-1.279100630885491E9,1.407908242868711E7,651483.3028224895,-1.2643700651539857E9,0.3572317885538703,1800,6,60,-0.5114950839269041,3858.102574613411,0.18895485757290048,5.5,0.5
