% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Oct 17 2020, 23:22"
% Table,Probe Table 1 - 
% beta_e ,beta_i ,"ec.Ey*ec.Jy (W/m^3), Faraday Power","ec.Jy*(2*wire_rad[mm])^2 (A), Current in Load","-ec.Ey*(2*inner_rad [mm]) (V), dV faraday","abs(ec.Ey/(u_x[m/s]*bap(x)[T])) (1), K hall","-ec.Ex*(4*el_len[mm]+3*ins_seg_len [mm]) (V), dV hall","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power",4*el_len+3*ins_seg_len,2*chan_len+2*abs(el_shift),"Current density, y component (A/cm^2), mean Jy all el_fl","Current density, y component (A/cm^2), max Jy all el_fl","Current density, y component (A/cm^2), min Jy all el_fl","Current density norm (A/cm^2), mean |J| all el_fl","Current density norm (A/cm^2), max |J| all el_fl","Current density norm (A/cm^2), min |J| all el_fl","Current density, y component (A/cm^2), mean Jy all el_fl 2b","Current density, y component (A/cm^2), max Jy all el_fl 2b","Current density, y component (A/cm^2), min Jy all el_fl 2b","Current density norm (A/cm^2), mean |J| all el_fl 2b","Current density norm (A/cm^2), max |J| all el_fl 2b","Current density norm (A/cm^2), min |J| all el_fl 2b","Current density, y component (A/cm^2), mean Jy midline","Current density, y component (A/cm^2), max Jy midline","Current density, y component (A/cm^2), min Jy midline","Current density norm (A/cm^2), mean |J| midline","Current density norm (A/cm^2), max |J| midline","Current density norm (A/cm^2), min |J| midline"
0.5,0.4,-1.482411676503137E9,-1458.6599578526352,-1135.5986404569562,0.8858707683951078,266.69941054787245,1.1729155844818926E13,8.296184156241521E7,-1.3987086424271452E9,190,380,-100.49290966653267,136.77799470714302,-3754.438249636105,148.98266489295685,4990.809231756792,48.95486672733353,-99.45136075249061,125.00252360124104,-1177.7033373442007,146.8927573680265,1579.611490546008,49.38764383444519,-100.20206555964573,-49.615048040569235,-745.4902686829538,146.12413332881795,1007.5377838012394,58.22311708933078
0.5,0.5,-1.5848268709306197E9,-1510.3836415093492,-1165.172722942559,0.9005809498643496,277.186198476918,1.257523242955558E13,7.897396249549833E7,-1.504852463734579E9,190,380,-101.74802634493732,217.1310735422473,-4598.514686401423,162.57636337414627,6265.396034689323,47.158099688188265,-100.89708007987434,176.50524005932758,-1363.0973152142888,160.63148425387234,1857.717873840043,48.371793993157176,-101.63435465360224,-31.11441352728344,-849.9566338206567,159.73769992104997,1182.1195554652795,57.09923688555274
0.6000000000000001,0,-1.1377698152556477E9,-1268.438429385527,-1035.606127969331,0.8375928398499475,276.6521201391672,8.87106958880489E12,9.593201898935671E7,-1.0412673792675464E9,190,380,-89.968200069648,65.60970228846017,-2404.470222833643,119.6988872757901,3074.409953748694,45.861111400126376,-88.46609659540704,58.081986146000474,-833.065910748924,117.26755720531678,1094.1606665571892,46.761653749075116,-89.31253121814852,-50.09633443332707,-546.39009273816,116.93925528078637,707.1080325512404,55.19171103511639
0.6000000000000001,0.1,-1.2078004149034748E9,-1309.077807332522,-1058.0320562208644,0.84843369011669,285.9615952413374,9.448153617242988E12,9.408868321361095E7,-1.1130604819815612E9,190,380,-92.10266939424467,83.5947617686156,-2725.0669320076845,126.38359486801194,3525.1327313813695,46.888165388069034,-90.7046563520462,75.03404239540043,-916.0630125748745,124.0029265298461,1211.8413412729324,47.106018588849416,-91.5490895299485,-49.63912741167478,-595.5871636097042,123.6099096146812,780.9696857599696,55.76640951830412
0.6000000000000001,0.2,-1.2839777460625265E9,-1351.9049702672746,-1081.9559023162408,0.8601252898882683,295.8974002671661,1.0075992727639914E13,9.189642277787456E7,-1.1913130615782807E9,190,380,-94.11300613634485,107.78029387008293,-3133.0297637115054,134.2749144688598,4110.148956767381,46.96879984344335,-92.83688157773416,97.77929477654486,-1016.8646444260098,131.95972743806632,1357.0990789726695,46.96879984344335,-93.68131587360422,-48.65782515516013,-654.6672913169084,131.4967394710528,872.2784093794979,55.590823913412535
0.6000000000000001,0.30000000000000004,-1.3668057264399366E9,-1396.9596291635514,-1107.5051100660803,0.8727218554493278,306.52708133951296,1.0758298930125387E13,8.934300381215048E7,-1.2765170162552505E9,190,380,-95.88272047511902,140.87620156396613,-3663.0406419393244,143.76934355232362,4888.122686992438,46.44633698747204,-94.74914362173911,128.82137008740992,-1140.9992857137188,141.5408920062577,1539.4419807428667,46.655551175149995,-95.5990971378272,-43.904081379779164,-726.529909697,141.00852212077984,987.2438901059561,55.17075492340653
0.6000000000000001,0.4,-1.456710115569073E9,-1444.2131329385252,-1134.8018751732882,0.8862740604494084,317.9002668661599,1.149793999034553E13,8.640558302352983E7,-1.3690731262265594E9,190,380,-97.23255970511988,206.64734716743874,-4366.901429690152,155.4227115269321,5950.261537833612,45.177707259438165,-96.26310927714064,171.92354248958017,-1295.9501506923107,153.31026204140878,1772.1086140808543,46.05592494964623,-97.13171487531852,-28.616150514345197,-815.0117916949891,152.72632224095813,1134.8034550933146,54.495610585921305
0.6000000000000001,0.5,-1.5541085014699671E9,-1493.5783673280105,-1163.990157996395,0.9008520630340512,330.14143629190403,1.229692550888548E13,8.309330566426961E7,-1.4692856889773455E9,190,380,-97.891858157781,383.52080231742184,-5322.424838491055,170.01186442056647,7440.342043907372,43.36732620762489,-97.11157510539152,232.73589292426072,-1491.5903214582959,168.06321114586177,2074.0598465991015,45.038181137011236,-98.02218508866464,-4.389654336573416,-925.1385342917065,167.47935900144458,1327.9581710837301,53.275221120034345
0.7000000000000001,0,-1.123781697123893E9,-1259.480379987532,-1035.6965762568839,0.8383952542829136,321.0844636850276,8.746172712419072E12,9.769073555322014E7,-1.0252866426221558E9,190,380,-88.19912002071464,91.1545370046916,-2718.9600804526262,122.97266775018595,3538.2327107225947,44.39002960974471,-86.7560590132307,81.9555989785743,-903.0640858061824,120.50753999416976,1202.8821125190666,44.39002960974471,-87.64803808662516,-46.676847736510865,-588.9765445300654,120.24697956856043,778.159960293079,52.76231839217292
0.7000000000000001,0.1,-1.1914405431253853E9,-1298.8836298108322,-1057.9809415525644,0.8491993823248325,331.7676557885279,9.30153601706194E12,9.619896972987255E7,-1.0942979081123219E9,190,380,-90.04870188487041,113.53927101948979,-3089.729162591059,130.20138579969435,4072.6619541245677,44.39545889427534,-88.71460511894689,103.00543222599781,-993.7635810844656,127.79092660643249,1334.5556514052075,44.39545889427534,-89.62197587702468,-45.83805800996188,-642.5807945277103,127.49283673963845,861.5662538524825,52.71704672382675
0.7000000000000001,0.2,-1.2647476798060443E9,-1340.2527533036234,-1081.707389242908,0.8608240870745092,343.09803555986497,9.903010938547992E12,9.439878804457092E7,-1.169203970782352E9,190,380,-91.72199515700291,143.03662332940112,-3557.218690559698,138.70982430353203,4760.672028569047,44.25918786847131,-90.51209290656817,130.67063639980287,-1102.749857376492,136.36849540969706,1495.2801871214408,44.268979580590766,-91.4435965261563,-39.28975466300117,-706.2920573929075,136.0427625781422,963.8101543202674,52.503800452444565
0.7000000000000001,0.30000000000000004,-1.3441916779121444E9,-1383.625414593274,-1107.0146563094418,0.8733349732113649,355.20999284808664,1.0553863659112072E13,9.231929181575543E7,-1.2504216108381536E9,190,380,-93.10175750985802,197.5228108806572,-4156.2969827126335,148.8761915595773,5663.852221119835,43.34408908704373,-92.03651438661463,167.49844406164596,-1234.9831578180251,146.6307745974248,1694.2847758472683,43.94423625965291,-93.00514377175833,-26.382815309758655,-782.7602424014391,146.29902079871346,1091.0474919082915,52.1176640640466
0.7000000000000001,0.4,-1.4301323822125816E9,-1428.9473783049903,-1134.0072893843137,0.8867838389359124,368.13740283848296,1.125611879665417E13,8.991096636150137E7,-1.3382785445216644E9,190,380,-94.01547380381045,338.68524666042623,-4936.696940065887,161.19584997444346,6873.688130243247,42.04435942058881,-93.11442860231838,217.10536631053054,-1396.7945548971286,159.0802501031669,1943.3435367340353,43.327613065727036,-94.14266080338408,-7.06863724966604,-875.2313139945015,158.7930130720888,1251.6505553388834,51.40826705228898
0.7000000000000001,0.5,-1.5229045161470404E9,-1476.1113218291443,-1162.8006965710813,0.9012226962536396,381.9661229244277,1.2010960197799812E13,8.708299724102674E7,-1.4330254846902318E9,190,380,-94.22015749188425,552.1197949171988,-5968.607204933903,176.3129729680355,8525.752611721644,40.34311300281253,-93.5029066828588,284.56184935599947,-1595.956623810947,174.37772817160413,2258.0764945963683,42.32948287039696,-94.62622061545885,21.67641562547682,-987.6670744178538,174.2401499836974,1457.145865893028,49.09740514303558
0.8,0,-1.1089184170043569E9,-1249.817366115838,-1035.817057855091,0.8392979547900431,364.869506516306,8.612440810340604E12,9.955741972183478E7,-1.0082460850286366E9,190,380,-86.35189589533017,117.52106051377548,-3030.6318241775934,126.19811662383024,4009.910171928954,42.14574238569368,-84.97107830448073,106.46819274095907,-968.1859202135515,123.71174659710292,1307.0395944272054,42.14574238569368,-85.93288578950903,-43.14565813868814,-628.8359808048888,123.5639182667017,847.460140543569,50.20405399614794
0.8,0.1,-1.1741716961536882E9,-1287.9575356024914,-1057.9304937774818,0.8500573994741702,376.77804535254677,9.145665658332361E12,9.836546306584756E7,-1.0744705080061724E9,190,380,-87.9345256032903,143.98053827930508,-3446.0151604441226,133.87267343574592,4622.320467036318,42.14478710830128,-86.66035943844544,131.27336821554746,-1064.7222291834348,131.43771759602222,1449.9231494342562,42.14478710830128,-87.65857273227819,-35.46226593102109,-685.8030228183519,131.2919230360837,939.0701439207506,50.13026353136683
0.8,0.2,-1.244740516382598E9,-1327.9116491029376,-1081.4693797567948,0.861622776884801,389.46624604139134,9.721436183117752E12,9.696010155444664E7,-1.1461246833785222E9,190,380,-89.30638947374523,189.49722628045527,-3964.054165883866,142.85818803338768,5402.516035671491,41.651914608728276,-88.15994208979421,163.2509100199623,-1179.3995678815418,140.50179079913593,1622.7818856726126,42.002707176507386,-89.20719903207716,-24.37996110505187,-752.8761947422572,140.38112725118455,1050.4322974246936,49.93727783362584
0.8,0.30000000000000004,-1.320977443212494E9,-1369.6649727453844,-1106.5299445635173,0.8740501297373355,402.9607507915348,1.0341929211862297E13,9.529661577114576E7,-1.223538951315817E9,190,380,-90.35260361435493,305.67865616527035,-4618.304405496657,153.491619670438,6411.984705469334,40.699946498715036,-89.35150128232591,204.846911088729,-1316.4770391564455,151.24180756454572,1833.524077966948,41.65376586037188,-90.46783417575061,-8.506517672088282,-832.2792459025665,151.19181434265286,1187.2548091904916,49.546743788712504
0.8,0.4,-1.4032258168769665E9,-1413.1653875656368,-1133.2129178681032,0.887386545943897,417.3157431864455,1.1008822524544822E13,9.32943699253946E7,-1.3070096916844623E9,190,380,-90.91614315156097,473.00066179707835,-5454.336793415451,166.1974606284511,7737.731489795159,39.44686695071147,-90.07718820176905,259.3644949383432,-1481.1110254112798,164.0915026265052,2092.2975285215607,41.032512889300044,-91.29201882907692,14.119052052934666,-926.6913623102166,164.19553751733517,1357.1365885888638,48.05572267560998
0.8,0.5,-1.4918164406278708E9,-1458.3237604717006,-1161.6289936074754,0.9016916432418893,432.6221980943211,1.1723205280229266E13,9.075836202417144E7,-1.396794480558697E9,190,380,-90.78811224927588,715.937043777202,-6533.153430947977,181.4935426948369,9501.61747361033,37.90659058782031,-90.12803086001153,331.15793818033234,-1679.2117138274543,179.58633475401527,2411.7837330798234,40.09067672882832,-91.48295598461922,46.22062577289207,-1039.1840875655905,179.99471697161616,1570.0491151450415,45.34573471322204
0.9,0,-1.0934504046112254E9,-1239.6006992037799,-1035.9636609632266,0.8402869578425547,407.9476629936631,8.472166586282074E12,1.0147501563752446E8,-9.904590533230567E8,190,380,-84.4660842082027,144.12780739858127,-3334.293273926362,129.28602587804698,4480.6858806750715,40.235482367562625,-83.14117485987073,131.06385542732235,-1027.7858490375672,126.778639311886,1405.1046627219405,40.235482367562625,-84.19249299014379,-32.22530001459989,-665.6434898592393,126.78720539525264,914.0897853017298,47.9924318411664
0.9,0.1,-1.1564194830167167E9,-1276.5219483010178,-1057.9188958390962,0.8510147689349326,421.0593423346468,8.983937785678826E12,1.0059206812465765E8,-1.053980993320686E9,190,380,-85.80809527780745,182.36988723498112,-3787.885652402188,137.3092674766757,5163.106582766238,40.08074074424194,-84.59506296439518,159.18770326759125,-1128.4968503433386,134.86399863796137,1557.0496232151288,40.216534094003485,-85.70343300587106,-22.578115791951348,-725.1507874314735,134.91992672575805,1012.6932152587865,47.93138664311522
0.9,0.2,-1.2243218827460942E9,-1315.0855463144096,-1081.244196233199,0.8625124775712595,434.9570947947757,9.53450678930179E12,9.94965805328261E7,-1.1225001083750951E9,190,380,-86.91566992447748,280.2035891566749,-4347.155221595708,146.63229913512544,6022.6315583202395,39.38117889560066,-85.82954827800069,194.78631739518093,-1246.7160426944542,144.27113000611996,1738.5032134078954,40.04578966669702,-87.01274939915909,-9.231350043825922,-794.4295237272885,144.41515262866335,1131.3086588485514,47.760339629720306
0.9,0.30000000000000004,-1.2975163511966295E9,-1355.288575996911,-1106.0432689902873,0.8748481033570136,449.70943701029216,1.01259277142464E13,9.814390886327444E7,-1.1963217306134934E9,190,380,-87.68330550315423,415.8701862985642,-5043.234611791132,157.5513301941245,7118.137392359531,38.447271384465516,-86.74011807744019,240.12419313342014,-1386.0195508906102,155.3051041987356,1956.5702168804044,39.677862351942686,-88.02283190231185,9.153557136771054,-875.4051154355083,155.60494584604817,1275.2431238447016,46.79851978771022
0.9,0.4,-1.3763589879550111E9,-1397.094515825856,-1132.4198204571012,0.8880746387058757,465.38989978979635,1.0759823345406582E13,9.641087527659144E7,-1.2757384671274457E9,190,380,-87.97309915815654,605.2503701177308,-5916.770174826148,170.4218268571863,8529.452023938695,37.28227752412724,-87.18911586802844,298.1204444130874,-1550.5235184721816,168.3332299297279,2219.8464363263847,39.073507312222574,-88.60488617320891,34.38252870120527,-970.2678780637859,168.90138428750208,1451.2683670560116,44.77253179251447
0.9,0.5,-1.4611855737262378E9,-1440.4396564923452,-1160.4838800372077,0.9022525955282706,482.0865297692606,1.1437406561793656E13,9.396561756038637E7,-1.3610354450958111E9,190,380,-87.60979494768259,870.9329090984887,-7019.744335297068,185.6532229822743,10362.619137564014,35.77107533323505,-87.0010309608374,372.41629708314156,-1744.654168176137,183.78282931087918,2538.492307063869,38.21481992755772,-88.59325715941874,68.84372303498715,-1081.3755708568283,184.80515532736962,1667.8786786579892,42.39819570298771
1,0,-1.077624836210558E9,-1228.9743296623403,-1036.1414136473186,0.8413565834368874,450.30441279095714,8.327490473464272E12,1.034089336888899E8,-9.721927388453317E8,190,380,-82.57347519576474,175.98706796598506,-3625.924456086902,132.17723387941498,4943.056029954927,38.56898631227091,-81.30650554894498,155.30996476333786,-1081.7105311204043,129.66191507680688,1496.4357481966179,38.56898631227091,-82.46221390784358,-20.95122175643882,-699.376546563109,129.86645277912274,977.5626499484342,46.07999296495032
1,0.1,-1.138378013246101E9,-1264.6974372149903,-1057.9192271388167,0.8520450286975545,464.5087924415162,8.818227945524479E12,1.0277370489531276E8,-1.0331103442252074E9,190,380,-83.70132285584938,259.84794007156717,-4111.22173559486,140.45224856457844,5686.417065000046,38.10308574583073,-82.54574760073385,186.26006857456264,-1185.0749183369594,138.00333177776545,1654.9528179527642,38.5223432741507,-83.7791595297677,-9.527547042324372,-760.5980517648496,138.30674722885917,1081.8233064999886,46.05076442056511
1,0.2,-1.2037780666231968E9,-1301.942393827521,-1081.0370255940054,0.8634834165562153,479.55336689716717,9.34484010442673E12,1.0194196181221746E8,-1.098659611933814E9,190,380,-84.58331265554511,372.6504807630677,-4702.766848947314,149.99272261959905,6611.684141555908,37.4027167402813,-83.55412559463943,224.7851898013142,-1305.0551094786354,147.63608020453847,1842.1943017205206,38.329597888104914,-84.88635911688634,5.777332993711438,-831.1799049684604,148.09479327906584,1206.0515543032363,45.434585861477785
1,0.30000000000000004,-1.27415406404147E9,-1340.6937650694276,-1105.5817310105856,0.8757315066527687,495.4886458799929,9.908977043568666E12,1.0081702938344204E8,-1.1691297859877174E9,190,380,-85.12391755084678,525.2401668586857,-5428.793894118258,161.05127744199916,7773.5904973902425,36.51673918051474,-84.23552921454055,272.92487079352276,-1444.5938551172953,158.8196100092814,2064.189937232565,37.9585530342583,-85.69458834288554,26.2156986948208,-912.7217939696575,159.52222796490062,1355.0266866090462,43.97590567119318
1,0.4,-1.349886496926688E9,-1380.940975187448,-1131.666789500361,0.8888567991944607,512.4126985515803,1.0512413861182361E13,9.922055594672823E7,-1.2448228336726694E9,190,380,-85.2046697729543,732.5908186653145,-6325.096126026049,173.92202266739744,9243.676113742202,35.38696061207957,-84.47326547680667,333.20266787844196,-1606.9373689951333,171.8633389025835,2328.164927314903,37.39127885937472,-86.09460218786371,53.4133042003355,-1007.0104426290748,172.94664289060213,1534.7154782846521,42.03675116716376
1,0.5,-1.4311629586164124E9,-1422.592826300194,-1159.3560130073615,0.9028926513245419,530.3344347356345,1.1155720131414154E13,9.656776163778242E7,-1.3259986201623144E9,190,380,-84.67766279540832,1015.1175817778773,-7435.519005375198,188.9180975182531,11111.98721201803,33.90595502518476,-84.11340381338772,408.6136617420586,-1795.3854418931317,187.0879139379324,2641.680309205764,36.619845963741994,-85.9405105832516,89.42490123363773,-1115.7626694866694,188.7665862810637,1752.1531658325837,40.030276498944104
