% Model,Evan_continuous_faraday_v2.mph
% Version,COMSOL 5.5.0.359
% Date,"Oct 16 2020, 15:50"
% Table,Probe Table 1 - 
% mob_e ,beta_i ,"ec.Ey*ec.Jy (W/m^3), Faraday Power","ec.Jy*(2*wire_rad[mm])^2 (A), Current in Load","-ec.Ey*(2*inner_rad [mm]) (V), dV faraday","abs(ec.Ey/(u_x[m/s]*bap(x)[T])) (1), K hall","-ec.Ex*(4*el_len[mm]+3*ins_seg_len [mm]) (V), dV hall","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power",4*el_len+3*ins_seg_len,2*chan_len+2*abs(el_shift),"(ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz)/(chan_len[mm]*(2*inner_rad[mm])^2) (W/m^3), available Power Density","plasma velocity, Point: (0, 0, 0)","applied magnetic field (T), Point: (0, 0, 0)","Hall parameter, Point: (0, 0, 0)","Ion-slip parameter, Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)"
0.9,0.8,1.5111590375544589E7,379.07357482623786,265.35297561110247,0.37827977608013624,-521.8362843544261,1.980073673142797E11,-5.513018797829374E8,-5.281840641527262E8,110,NaN,2.2678009141220394E8,1800,6,5.4,0.8,60
0.9,0.9,-9583192.915733851,383.67946010961884,268.57711320758926,0.37786783617626385,-513.5789774387447,2.0284832614304602E11,-5.354006885257534E8,-5.3533218162346417E8,110,NaN,2.3232449665631747E8,1800,6,5.4,0.9,60
1,0,8.185248947531758E7,313.69479735219477,219.5875772946135,0.3498343153165288,-533.2286929775767,1.355966498475031E11,-4.6219048567413443E8,-3.7600832223864335E8,110,NaN,1.5530038636793524E8,1800,6,6,0,60
1,0.1,7.745716516683282E7,318.5389768087921,222.97852174096136,0.3532023153713306,-534.2869152949378,1.3981684217519333E11,-4.7210084004206663E8,-3.900745791308244E8,110,NaN,1.6013382067309225E8,1800,6,6,0.1,60
1,0.2,7.246712796044908E7,323.28121302448744,226.29810552240264,0.356494728709569,-535.1332919633501,1.4401086592285083E11,-4.8166672308734995E8,-4.043571689077157E8,110,NaN,1.649372838056996E8,1800,6,6,0.2,60
1,0.30000000000000004,6.679553687061024E7,327.9101572380824,229.53838446195752,0.3596934799640005,-535.7354548271962,1.4816446822166724E11,-4.907406888277701E8,-4.1878585768821186E8,110,NaN,1.6969445179289114E8,1800,6,6,0.30000000000000004,60
1,0.4,6.0319425133670196E7,332.41616034593847,232.69260414956597,0.36277778686518636,-536.0399017238691,1.5226447355146475E11,-4.9910720921528155E8,-4.332548230490196E8,110,NaN,1.743902345614489E8,1800,6,6,0.4,60
1,0.5,5.285231251625648E7,336.78818185423205,235.75303619662358,0.3657098144060634,-535.9501526721969,1.5629605434743433E11,-5.064288473423905E8,-4.47594130382499E8,110,NaN,1.7900764993263832E8,1800,6,6,0.5,60
1,0.6000000000000001,4.406686517117792E7,341.0162945561641,238.71273151955847,0.368422628627042,-535.3055854452721,1.602450378146926E11,-5.121379612109109E8,-4.615339514347314E8,110,NaN,1.8353046564317045E8,1800,6,6,0.6000000000000001,60
1,0.7000000000000001,3.3340058036786508E7,345.09019063908585,241.5644746095284,0.37075671254575826,-533.7597435672444,1.640965901096187E11,-5.15142147529886E8,-4.745520888514374E8,110,NaN,1.8794169232311457E8,1800,6,6,0.7000000000000001,60
1,0.8,1.920583912294326E7,349.0014402719025,244.30236455186215,0.3722880217491923,-530.422503951052,1.6783740890026205E11,-5.1287569356078607E8,-4.8542975266647035E8,110,NaN,1.9222609466028613E8,1800,6,6,0.8,60
1,0.9,-2998130.589581304,352.7404466609964,246.9196835533969,0.37108764279860035,-521.8146257726111,1.714529053159724E11,-4.967897752258887E8,-4.898810372729888E8,110,NaN,1.963669638550868E8,1800,6,6,0.9,60
1.1,0,7.784135274080761E7,294.289803280803,206.00400603068766,0.34830950883059447,-540.9814486900467,1.1933964925726704E11,-4.3953810725676584E8,-3.5721932155004513E8,110,NaN,1.3668105856236786E8,1800,6,6.6000000000000005,0,60
1.1,0.1,7.389509500182614E7,298.2692584214483,208.78964009501738,0.35125311202382364,-541.9655986729884,1.2258894757029312E11,-4.4791027636397755E8,-3.6929116277204406E8,110,NaN,1.404025169022687E8,1800,6,6.6000000000000005,0.1,60
1.1,0.2,6.943393328942195E7,302.1629239702042,211.51522111165454,0.3541227874859619,-542.7504063293025,1.2581043865714008E11,-4.559312895852941E8,-3.8149283782182485E8,110,NaN,1.4409212730953836E8,1800,6,6.6000000000000005,0.2,60
1.1,0.30000000000000004,6.438055258901155E7,305.9625088008374,214.17494525978108,0.3569033806022701,-543.2995989577678,1.2899436959944914E11,-4.634647753919019E8,-3.9375631128241265E8,110,NaN,1.4773871965577602E8,1800,6,6.6000000000000005,0.30000000000000004,60
1.1,0.4,5.86224286655278E7,309.6610925767883,216.76396827688004,0.35957404736162313,-543.5577349370858,1.3213187909740172E11,-4.703127895297783E8,-4.0598375304460466E8,110,NaN,1.5133214499344578E8,1800,6,6.6000000000000005,0.4,60
1.1,0.5,5.197676345888639E7,313.2519308869145,219.27756904901565,0.3620971194876932,-543.4275933181312,1.3521405619194206E11,-4.761568560309558E8,-4.1802126942274207E8,110,NaN,1.548621974997193E8,1800,6,6.6000000000000005,0.5,60
1.1,0.6000000000000001,4.4140472610492855E7,316.72805920905637,221.71087238370316,0.36439648897531807,-542.7311325796511,1.3823162292466498E11,-4.804626063955126E8,-4.296083847097859E8,110,NaN,1.583182510232389E8,1800,6,6.6000000000000005,0.6000000000000001,60
1.1,0.7000000000000001,3.4520681300132625E7,320.0823478872566,224.05888749364607,0.3662997971981017,-541.1044001513027,1.4117499331271893E11,-4.8220122286892915E8,-4.4025512053191584E8,110,NaN,1.61689326628741E8,1800,6,6.6000000000000005,0.7000000000000001,60
1.1,0.8,2.176546644174602E7,323.3086166645642,226.3172881750477,0.36734456921140485,-537.6247001520001,1.4403528175056638E11,-4.7900401107142484E8,-4.488203030738377E8,110,NaN,1.6496524753107142E8,1800,6,6.6000000000000005,0.8,60
1.1,0.9,1690074.7819856538,326.4011984555623,228.48210744592572,0.36546410608374996,-528.6974413950538,1.468039756887968E11,-4.63096938828813E8,-4.5131140684291756E8,110,NaN,1.6813626421050525E8,1800,6,6.6000000000000005,0.9,60
1.2000000000000002,0,7.405858399931736E7,276.89028222415857,193.82427367075505,0.34694491888350726,-547.731713024595,1.0564519660438733E11,-4.1842356291841537E8,-3.39758470155407E8,110,NaN,1.2099664607517554E8,1800,6,7.200000000000001,0,60
1.2000000000000002,0.1,7.047696996865553E7,280.20794658549886,196.14665161748727,0.3495489866476251,-548.6371831368954,1.0819201837148817E11,-4.255382761398439E8,-3.5020446204878056E8,110,NaN,1.2391355003176892E8,1800,6,7.200000000000001,0.1,60
1.2000000000000002,0.2,6.644422707080866E7,283.4533217004562,198.418426810717,0.3520831170078297,-549.3543342199116,1.1071269667345242E11,-4.323047615322683E8,-3.607199662335826E8,110,NaN,1.2680051158018926E8,1800,6,7.200000000000001,0.2,60
1.2000000000000002,0.30000000000000004,6.188908711710813E7,286.6205646340874,200.63550917327478,0.35453371168092357,-549.8456798397438,1.1320067648003409E11,-4.385971795716149E8,-3.712418893772862E8,110,NaN,1.2965002316968863E8,1800,6,7.200000000000001,0.30000000000000004,60
1.2000000000000002,0.4,5.670121647923118E7,289.7048838271724,202.79454459515745,0.35687265587908773,-550.0419850258036,1.1565008622324448E11,-4.442180633788316E8,-3.816711313865455E8,110,NaN,1.3245536002662252E8,1800,6,7.200000000000001,0.4,60
1.2000000000000002,0.5,5.0716240846430816E7,292.701293095015,204.89204272747625,0.3590680765785867,-549.8511806313035,1.1805478914916652E11,-4.4888233736913025E8,-3.918690670795819E8,110,NaN,1.3520949365688425E8,1800,6,7.200000000000001,0.5,60
1.2000000000000002,0.6000000000000001,4.363747462403632E7,295.6045011923902,206.924299678084,0.36102547859765644,-549.085041305031,1.204082968303438E11,-4.520780135171451E8,-4.0159081550619036E8,110,NaN,1.379049927906589E8,1800,6,7.200000000000001,0.6000000000000001,60
1.2000000000000002,0.7000000000000001,3.492241206231382E7,298.40945849304484,208.8877806887709,0.3625723095774393,-547.3626125004146,1.2270421937971103E11,-4.5285282629878527E8,-4.1037094365029067E8,110,NaN,1.4053453901756492E8,1800,6,7.200000000000001,0.7000000000000001,60
1.2000000000000002,0.8,2.332059086133218E7,301.1129084167148,210.7802061409355,0.3631956313377684,-543.7280340435553,1.2493757585211818E11,-4.4901176702703303E8,-4.171370547231431E8,110,NaN,1.4309242760443047E8,1800,6,7.200000000000001,0.8,60
1.2000000000000002,0.9,5116560.782483735,303.7107585131936,212.59871130310472,0.360682801532688,-534.5139591479356,1.271026720235348E11,-4.335329221741047E8,-4.181873062425874E8,110,NaN,1.4557213689166516E8,1800,6,7.200000000000001,0.9,60
1.3,0,7.049581778710568E7,261.2634773708276,182.88544954208774,0.34573279641228927,-553.6427064213063,9.405713233705836E10,-3.9880740051925474E8,-3.235951975483443E8,110,NaN,1.0772470417988123E8,1800,6,7.800000000000001,0,60
1.3,0.1,6.721711537867662E7,264.06542261424386,184.8468221019771,0.3480610672877186,-554.474469997019,9.608539999220825E10,-4.048888205200827E8,-3.327036937464921E8,110,NaN,1.100477022101174E8,1800,6,7.800000000000001,0.1,60
1.3,0.2,6.3538462042089865E7,266.80594458286845,186.76519813078502,0.35031983775871267,-555.118462249046,9.809013473838629E10,-4.106246729223143E8,-3.418338972884258E8,110,NaN,1.1234374773186731E8,1800,6,7.800000000000001,0.2,60
1.3,0.30000000000000004,5.9392665872919455E7,269.4809067621397,188.63768205196916,0.352499679715508,-555.5405814820158,1.0006687279202309E11,-4.158991852905292E8,-3.509289117710489E8,110,NaN,1.146077283230045E8,1800,6,7.800000000000001,0.30000000000000004,60
1.3,0.4,5.46748024367224E7,272.08741465081926,190.46224770370904,0.35457051114977045,-555.6728773882452,1.0201199379881526E11,-4.205291248718608E8,-3.598986439676727E8,110,NaN,1.1683549755054025E8,1800,6,7.800000000000001,0.4,60
1.3,0.5,4.922830596541736E7,274.62155599246967,192.23615649118804,0.3564882603901259,-555.4125593061963,1.0392106163953409E11,-4.2424104479651636E8,-3.686081940984419E8,110,NaN,1.1902197467663208E8,1800,6,7.800000000000001,0.5,60
1.3,0.6000000000000001,4.277720868728855E7,277.0788495336451,193.95627151935662,0.358162146471248,-554.5664224916393,1.0578913819514012E11,-4.2655835387405694E8,-3.76826804928596E8,110,NaN,1.211615040173406E8,1800,6,7.800000000000001,0.6000000000000001,60
1.3,0.7000000000000001,3.480889127071719E7,279.4571126464849,195.62106494049584,0.3594078966916432,-552.7466212999238,1.0761298123629803E11,-4.265909738244244E8,-3.841199348878729E8,110,NaN,1.2325037221050654E8,1800,6,7.800000000000001,0.7000000000000001,60
1.3,0.8,2.419155655069697E7,281.7520996647304,197.22756477142175,0.3596605278523905,-548.9682577910144,1.0938774009412054E11,-4.223268781478543E8,-3.8947841604542214E8,110,NaN,1.2528302372984503E8,1800,6,7.800000000000001,0.8,60
1.3,0.9,7631924.785115513,283.9629062863324,198.7751379970179,0.3565861612497147,-539.5234284444991,1.1111112697758206E11,-4.0742789506074446E8,-3.8947930870979184E8,110,NaN,1.2725683834225592E8,1800,6,7.800000000000001,0.9,60
1.4000000000000001,0,6.714891537319607E7,247.19078878137924,173.03451283807945,0.34465239150697213,-558.8469907131755,8.41974414219922E10,-3.8061164505988693E8,-3.0865455976631457E8,110,NaN,9.643228795646954E7,1800,6,8.4,0,60
1.4000000000000001,0.1,6.412738009586843E7,249.58333591661784,174.70930513105367,0.34675106860682214,-559.6027475863484,8.58352147610953E10,-3.8583319685385275E8,-3.166463940731142E8,110,NaN,9.830804840211359E7,1800,6,8.4,0.1,60
1.4000000000000001,0.2,6.0746414277881764E7,251.9243143699191,176.34799914636403,0.3487838573547218,-560.1777849550482,8.74529569313115E10,-3.907182154562367E8,-3.246290518453173E8,110,NaN,1.0016086692204635E8,1800,6,8.4,0.2,60
1.4000000000000001,0.30000000000000004,5.694173633092703E7,254.20971417539224,177.947787891859,0.3507366983086705,-560.5306109582095,8.904686052834947E10,-3.95154126405818E8,-3.3254607634596086E8,110,NaN,1.019863828527984E8,1800,6,8.4,0.30000000000000004,60
1.4000000000000001,0.4,5.2617917886847116E7,256.43774979995493,179.50742148781967,0.3525783656291749,-560.593896611544,9.061461351842638E10,-3.989731424811061E8,-3.403132581445023E8,110,NaN,1.0378194819576411E8,1800,6,8.4,0.4,60
1.4000000000000001,0.5,4.761912513111382E7,258.6053158980408,181.02472618008207,0.3542659779770826,-560.2574966285651,9.215294604167545E10,-4.019079999482429E8,-3.4780094530607253E8,110,NaN,1.0554381794322208E8,1800,6,8.4,0.5,60
1.4000000000000001,0.6000000000000001,4.169878985020911E7,260.70927139240587,182.49750320236592,0.35568704210604113,-559.3276977541021,9.365851758791722E10,-4.0352814114486736E8,-3.547944670193249E8,110,NaN,1.0726816617084321E8,1800,6,8.4,0.6000000000000001,60
1.4000000000000001,0.7000000000000001,3.437301630179043E7,262.7481412481733,183.92472002455392,0.3566519807619265,-557.4078181656511,9.512915356747255E10,-4.029985009875404E8,-3.6088481040092874E8,110,NaN,1.0895250229631805E8,1800,6,8.4,0.7000000000000001,60
1.4000000000000001,0.8,2.461644948391177E7,264.71918463157255,185.30445805225366,0.35657933178836987,-553.4932630584774,9.656175728375215E10,-3.9847527628450376E8,-3.651260035872561E8,110,NaN,1.1059327963779807E8,1800,6,8.4,0.8,60
1.4000000000000001,0.9,9521224.880790621,266.62186920413853,186.6363446460665,0.3530015021815659,-543.8410568025507,9.795483228012616E10,-3.842308448510044E8,-3.643441503678406E8,110,NaN,1.1218878428647266E8,1800,6,8.4,0.9,60
1.5,0,6.4008716968269594E7,234.4758477177423,164.1340046786948,0.3436883395874231,-563.4511760292785,7.575835869180135E10,-3.6373641932168823E8,-2.94843943743713E8,110,NaN,8.676691045589302E7,1800,6,9,0,60
1.5,0.1,6.120945224761005E7,236.53912702210778,165.57830821045326,0.3455927714940296,-564.1358450551162,7.709750202767346E10,-3.6824056613645625E8,-3.0189743575492E8,110,NaN,8.830064655997005E7,1800,6,9,0.1,60
1.5,0.2,5.808293534388986E7,238.55797549344143,166.9915099862185,0.3474355906433729,-564.6412207210858,7.841916411709853E10,-3.724153893676806E8,-3.089172711121423E8,110,NaN,8.98143611935275E7,1800,6,9,0.2,60
1.5,0.30000000000000004,5.4570105892871946E7,240.5302231449327,168.37209100711743,0.34919293917102745,-564.9245131761168,7.97211649089463E10,-3.761565674412595E8,-3.158499923305633E8,110,NaN,9.130555751919445E7,1800,6,9,0.30000000000000004,60
1.5,0.4,5.058023464230162E7,242.4533210555449,169.71826701812742,0.3508389540211832,-564.9163311516135,8.100104138792572E10,-3.7930528720078623E8,-3.226156327273944E8,110,NaN,9.277141461752415E7,1800,6,9,0.4,60
1.5,0.5,4.5966553362305276E7,244.32603641360512,171.02917504645777,0.35231619249975005,-564.5073420242247,8.225718198856787E10,-3.816131284290726E8,-3.290940440558258E8,110,NaN,9.421008674424404E7,1800,6,9,0.5,60
1.5,0.6000000000000001,4.04984150254258E7,246.14583075319234,172.30303815611222,0.35353149685856444,-563.4988946900123,8.348708464474876E10,-3.826761812241169E8,-3.35080934063859E8,110,NaN,9.56187082545444E7,1800,6,9,0.6000000000000001,60
1.5,0.7000000000000001,3.3732321806616955E7,247.91099924386245,173.53866295908932,0.3542517449724777,-561.4797742899387,8.468878835392105E10,-3.817210193378323E8,-3.4018858390190446E8,110,NaN,9.699503318988824E7,1800,6,9,0.7000000000000001,60
1.5,0.8,2.4737231430509288E7,249.619780967112,174.73481680543657,0.35386724075574333,-557.4432348225486,8.586028452086253E10,-3.770622391951978E8,-3.435387212746522E8,110,NaN,9.833676108330718E7,1800,6,9,0.8,60
1.5,0.9,1.09457642872699E7,251.27397512324976,175.89275914206561,0.3498235152432074,-547.612072244487,8.70020224479097E10,-3.6350400297870266E8,-3.4217668029558426E8,110,NaN,9.964440652588113E7,1800,6,9,0.9,60
1.6,0,6.106940247841436E7,222.9474583702852,156.06408733206857,0.34282391831786635,-567.5448340596139,6.84919260568409E10,-3.480824825351193E8,-2.8206770006240916E8,110,NaN,7.844458245593837E7,1800,6,9.600000000000001,0,60
1.6,0.1,5.8461547536531635E7,224.7417924888768,157.32012818842426,0.34456108319657036,-568.1592129281969,6.959884115164482E10,-3.5197933813882715E8,-2.883243042953989E8,110,NaN,7.971234491240658E7,1800,6,9.600000000000001,0.1,60
1.6,0.2,5.5556994229970746E7,226.49821255509818,158.54962906082233,0.3462374312029837,-568.5978365736588,7.069096103294112E10,-3.555602044692385E8,-2.9453034845419157E8,110,NaN,8.096316224245255E7,1800,6,9.600000000000001,0.2,60
1.6,0.30000000000000004,5.229541121003532E7,228.21467714815165,159.75116094656536,0.3478313304412893,-568.8175702925425,7.176645119562975E10,-3.587229461849453E8,-3.006358277392564E8,110,NaN,8.219493336650527E7,1800,6,9.600000000000001,0.30000000000000004,60
1.6,0.4,4.859201149782746E7,229.88954109125697,160.923572215692,0.34930452787458965,-568.7398020678197,7.28237023100759E10,-3.6131499898805356E8,-3.065609412543014E8,110,NaN,8.340581510101776E7,1800,6,9.600000000000001,0.4,60
1.6,0.5,4.431406395870097E7,231.52145002973268,162.06591481444272,0.35060400280809595,-568.2576345536439,7.386127416937431E10,-3.6311061414045537E8,-3.121940545049016E8,110,NaN,8.459415796062943E7,1800,6,9.600000000000001,0.5,60
1.6,0.6000000000000001,3.923835304012765E7,233.1088116433531,163.17707411258843,0.3516231860043873,-567.1664660186152,7.487756426652585E10,-3.637242248424691E8,-3.1734173492799056E8,110,NaN,8.5758126575835E7,1800,6,9.600000000000001,0.6000000000000001,60
1.6,0.7000000000000001,3.2968937540098477E7,234.6502090554471,164.25605829094283,0.3521162971466943,-565.0599166407793,7.587107170906491E10,-3.6245771800280327E8,-3.216448135561853E8,110,NaN,8.689600195741174E7,1800,6,9.600000000000001,0.7000000000000001,60
1.6,0.8,2.4651347380743712E7,236.14460541771595,165.30214155155647,0.3514602647108629,-560.9162417283662,7.684053596241945E10,-3.5775090684747136E8,-3.2427901587959796E8,110,NaN,8.80063404007668E7,1800,6,9.600000000000001,0.8,60
1.6,0.9,1.2033007291259794E7,237.59467653483802,166.31719696751077,0.3469433387632317,-550.9352720269262,7.778712839328746E10,-3.4489428059479296E8,-3.224911174497294E8,110,NaN,8.909048348551199E7,1800,6,9.600000000000001,0.9,60
1.7000000000000002,0,5.831839639877787E7,212.45760157189525,148.72114680583897,0.34204715951736764,-571.2001620170403,6.219835182500037E10,-3.335469137642106E8,-2.7023324840962857E8,110,NaN,7.123648025769567E7,1800,6,10.200000000000001,0,60
1.7000000000000002,0.1,5.588179481977619E7,214.02986390935678,149.82173655234942,0.34364049250668394,-571.7493127627602,6.312233829267661E10,-3.369322854342251E8,-2.7580908438439244E8,110,NaN,7.229473247550681E7,1800,6,10.200000000000001,0.1,60
1.7000000000000002,0.2,5.3169912983213216E7,215.56944874232116,150.8994519186998,0.34516784460114236,-572.1227391243439,6.403372256477069E10,-3.4000965902228504E8,-2.8132114800685304E8,110,NaN,7.333855125528513E7,1800,6,10.200000000000001,0.2,60
1.7000000000000002,0.30000000000000004,5.012871092303827E7,217.07481945396214,151.95321726710407,0.3466129134091658,-572.2765653228828,6.493116942884081E10,-3.426853989486642E8,-2.8672159224329126E8,110,NaN,7.436640736302482E7,1800,6,10.200000000000001,0.30000000000000004,60
1.7000000000000002,0.4,4.6676708759691894E7,218.5448175239661,152.98222162887032,0.3479317038623081,-572.1328630701704,6.5813555290937706E10,-3.4481560756542027E8,-2.9193590545122325E8,110,NaN,7.537701393378723E7,1800,6,10.200000000000001,0.4,60
1.7000000000000002,0.5,4.269054914832044E7,219.9777678232185,153.98529240694236,0.34907363210838377,-571.5851804585483,6.667943471799921E10,-3.46191223593839E8,-2.968597622441396E8,110,NaN,7.636871549663499E7,1800,6,10.200000000000001,0.5,60
1.7000000000000002,0.6000000000000001,3.796454219961254E7,221.37306446393433,154.9620054776901,0.34991519920536907,-570.4228779655806,6.752799915418523E10,-3.464531369153702E8,-3.0130889628134555E8,110,NaN,7.734058600336191E7,1800,6,10.200000000000001,0.6000000000000001,60
1.7000000000000002,0.7000000000000001,3.213106102296494E7,222.72929240489455,155.9113703066114,0.3502154448393836,-568.2278064491231,6.835794564540009E10,-3.4494734921925044E8,-3.049415167670775E8,110,NaN,7.829113316581273E7,1800,6,10.200000000000001,0.7000000000000001,60
1.7000000000000002,0.8,2.442226555979477E7,224.04585110480033,156.83296651239974,0.3492955710440657,-563.9807997050693,6.916846531366263E10,-3.4025212185127467E8,-3.0699181296939707E8,110,NaN,7.921943056682914E7,1800,6,10.200000000000001,0.8,60
1.7000000000000002,0.9,1.2859016827943876E7,225.32655033051338,157.72946094617245,0.3442998028760422,-553.8645114732788,6.99614921259003E10,-3.280823326846615E8,-3.048875180712697E8,110,NaN,8.0127693200745E7,1800,6,10.200000000000001,0.9,60
1.8,0,5.57462808765741E7,202.87900677262894,142.01609322048822,0.3413460906128865,-574.4761182591686,5.671638577432589E10,-3.200345707082108E8,-2.59252831311271E8,110,NaN,6.4957922146686934E7,1800,6,10.8,0,60
1.8,0.1,5.345821386140364E7,204.26655237653225,142.98738053558208,0.3428116455790854,-574.963900194091,5.749483680097225E10,-3.2298122721098995E8,-2.6424336310282904E8,110,NaN,6.5849490967470236E7,1800,6,10.8,0.1,60
1.8,0.2,5.09174976375204E7,205.62539672561863,143.93857686082725,0.34421131685458906,-575.2775702585025,5.8262328043403915E10,-3.256330879136491E8,-2.691608259086654E8,110,NaN,6.672850742265316E7,1800,6,10.8,0.2,60
1.8,0.30000000000000004,4.807129579660668E7,206.9545398508215,144.86898221381358,0.34552357160527924,-575.3701860705447,5.901796672533652E10,-3.2789928145501405E8,-2.739589015385999E8,110,NaN,6.759394900539643E7,1800,6,10.8,0.30000000000000004,60
1.8,0.4,4.484326091269635E7,208.25312771764263,145.77799876717864,0.3467033075048528,-575.1613299843242,5.9760936307096825E10,-3.296442494143889E8,-2.7856631002571243E8,110,NaN,6.844488052351837E7,1800,6,10.8,0.4,60
1.8,0.5,4.111592315166675E7,209.52014577204096,146.66491632905758,0.3476985057687551,-574.5471568439683,6.049032291363755E10,-3.306722606920074E8,-2.828862545039584E8,110,NaN,6.92802553055265E7,1800,6,10.8,0.5,60
1.8,0.6000000000000001,3.670531619238411E7,210.75434313769978,147.5288592810701,0.34837795576199787,-573.3149697831888,6.120506930528952E10,-3.306559300863527E8,-2.867451015355308E8,110,NaN,7.009886248279417E7,1800,6,10.8,0.6000000000000001,60
1.8,0.7000000000000001,3.1260781300476223E7,211.95563795861563,148.36977032393506,0.3484869100071901,-571.0485919317108,6.190479276540926E10,-3.28979780701656E8,-2.898247061087168E8,110,NaN,7.090026372559436E7,1800,6,10.8,0.7000000000000001,60
1.8,0.8,2.4107454100050468E7,213.12332208764624,149.18715375152354,0.3473138455335312,-566.710578142571,6.258875057775964E10,-3.243482290237244E8,-2.913998917901218E8,110,NaN,7.168360839256683E7,1800,6,10.8,0.8,60
1.8,0.9,1.3465406408267617E7,214.2629331356394,149.98488591258317,0.3419228101059165,-556.4632854268294,6.32598881146908E10,-3.12805739981672E8,-2.8905795559755594E8,110,NaN,7.245226985218737E7,1800,6,10.8,0.9,60
1.9000000000000001,0,5.334060825398647E7,194.10420513745044,135.87369797375592,0.340710452726796,-577.4236431048765,5.191635771135071E10,-3.0745599627282864E8,-2.4904765799151358E8,110,NaN,5.946039537448915E7,1800,6,11.4,0,60
1.9000000000000001,0.1,5.118783163784655E7,195.3355369466955,136.73563502558025,0.3420621417159076,-577.8537484878198,5.25771267656037E10,-3.100291044341853E8,-2.5353117709855282E8,110,NaN,6.021718169288923E7,1800,6,11.4,0.1,60
1.9000000000000001,0.2,4.87992871800339E7,196.54203389302862,137.58018757680034,0.3433450677421067,-578.1061188698703,5.322862157820187E10,-3.123157447391672E8,-2.579331908694181E8,110,NaN,6.096334611676682E7,1800,6,11.4,0.2,60
1.9000000000000001,0.30000000000000004,4.61260352231194E7,197.72273814772683,138.40668514353547,0.34453356418745096,-578.1387768902632,5.38700724949143E10,-3.1423357913292545E8,-2.6221199001738614E8,110,NaN,6.169800715237156E7,1800,6,11.4,0.30000000000000004,60
1.9000000000000001,0.4,4.309519532297516E7,198.87699164163632,139.21466707491393,0.34559269415654226,-577.8778145997928,5.450086705528163E10,-3.1565759402325886E8,-2.6630346631990808E8,110,NaN,6.242046334176865E7,1800,6,11.4,0.4,60
1.9000000000000001,0.5,3.960075237896449E7,200.00385979813007,140.00347916360664,0.34645170878290127,-577.2033397468998,5.512023770649594E10,-3.1640165483046937E8,-2.7010925930911595E8,110,NaN,6.312983559799125E7,1800,6,11.4,0.5,60
1.9000000000000001,0.6000000000000001,3.5468211098925896E7,201.10245818677805,140.77250230476275,0.34698320038351776,-575.9049375670795,5.5727439140041695E10,-3.1615856570278955E8,-2.734673012487639E8,110,NaN,6.382527031071377E7,1800,6,11.4,0.6000000000000001,60
1.9000000000000001,0.7000000000000001,3.038319541081259E7,202.17275271958744,141.52171263690053,0.3469213979776935,-573.5675447262441,5.632219559166828E10,-3.143669142147614E8,-2.760797844391992E8,110,NaN,6.4506451644001044E7,1800,6,11.4,0.7000000000000001,60
1.9000000000000001,0.8,2.373510266759387E7,203.21427883867324,142.2507849672628,0.34550092178338293,-569.1469445541812,5.690399643262301E10,-3.098317750905401E8,-2.772658560618675E8,110,NaN,6.517279476893133E7,1800,6,11.4,0.8,60
1.9000000000000001,0.9,1.3921316568407057E7,204.2347697853122,142.96513259442935,0.33975607376509326,-558.7947484512711,5.747694652267537E10,-2.9889251167910236E8,-2.747578826710237E8,110,NaN,6.58290010281181E7,1800,6,11.4,0.9,60
2,0,5.1090288449348226E7,186.0389579427597,130.22799359302718,0.34012500007348556,-580.0845240806865,4.7691625416457504E10,-2.9572972164180136E8,-2.395458482259283E8,110,NaN,5.4621761393222824E7,1800,6,12,0,60
2,0.1,4.905769591341618E7,187.1380634081891,130.99737169027222,0.34137441524705714,-580.457428206598,4.825680776415006E10,-2.9797885093813914E8,-2.4358691594837257E8,110,NaN,5.526907116867591E7,1800,6,12,0.1,60
2,0.2,4.680539715016341E7,188.21503929238418,131.7512589946149,0.3425529017046844,-580.6590263595504,4.881383998418246E10,-2.999553326118107E8,-2.4754431201666874E8,110,NaN,5.590704651015903E7,1800,6,12,0.2,60
2,0.30000000000000004,4.428590738920632E7,189.26970970637737,132.4895323830716,0.3436369564068865,-580.6393588643222,4.9362433286469315E10,-3.0157738385133106E8,-2.5137551637411883E8,110,NaN,5.653535666310029E7,1800,6,12,0.30000000000000004,60
2,0.4,4.143608975763084E7,190.30095686447413,133.21140940130434,0.3445768801235753,-580.3198666098438,4.9901806947588295E10,-3.0273089909880537E8,-2.5501772611452457E8,110,NaN,5.715310745607843E7,1800,6,12,0.4,60
2,0.5,3.814972716724705E7,191.30867772088652,133.9168179169592,0.34531045629627877,-579.58530395141,5.0431706930767815E10,-3.0323712728340715E8,-2.5838060523339584E8,110,NaN,5.776000793788741E7,1800,6,12,0.5,60
2,0.6000000000000001,3.4271766105925985E7,192.29187374776686,134.60505895650363,0.3457115882616778,-578.2286536167388,5.095140806598157E10,-3.028181058522202E8,-2.613129577812033E8,110,NaN,5.8355227563042946E7,1800,6,12,0.6000000000000001,60
