% Model,Evan_continuous_faraday_v4.mph
% Version,COMSOL 5.5.0.359
% Date,"Nov 4 2020, 10:30"
% Table,Probe Table 1 - 
% resistance (Ω),beta_e (1),beta_i (1),"ec.Ey*ec.Jy (W/m^3), Faraday Power","abs(ec.Ey/(u_x*B_app)) (1), K hall","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power","plasma velocity, Point: (0, 0, 0)","applied magnetic field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","Electric field, x component (V/m), Electric Field . x","Electric field, y component (V/m), Electric Field . y","Electric field, z component (V/m), Electric Field . z"
1,0,0,-6.418285403192163E8,0.315191364928652,4.5766335110109425E8,5.794318622513554E8,-5.721595030438363E7,1800,6,60,0.78020162326094,2875.9367491939124,1.6936276608607719
1.2589254117941673,0,0,-6.528692029972655E8,0.31603109682676456,5.728544575111718E8,5.761033984403142E8,-7.161483879250513E7,1800,6,60,0.774002701339192,2898.7298597172157,1.6920743872463972
1.5848931924611136,0,0,-6.665736326002252E8,0.31711676154864205,7.159861437244041E8,5.719535530906838E8,-8.95062177782894E7,1800,6,60,0.7715323462295622,2927.239035278811,1.6857389178595001
1.9952623149688797,0,0,-6.835231968268342E8,0.31852878245831295,8.932397984203725E8,5.667926566259626E8,-1.116628223752099E8,1800,6,60,0.768447555874532,2962.838752035884,1.6778274696155535
2.51188643150958,0,0,-7.04390882968908E8,0.3203805198221058,1.1118276562054014E9,5.603941971315483E8,-1.389861770466926E8,1800,6,60,0.7646034401580962,3007.2009412693224,1.6679691561870467
3.1622776601683795,0,0,-7.299356227658088E8,0.322827073818968,1.3799703633454306E9,5.524919121494026E8,-1.725038566593817E8,1800,6,60,0.7598254095468491,3062.3405674399783,1.6557156731658742
3.981071705534973,0,0,-7.609815696833099E8,0.3260888964575119,1.7067378842350256E9,5.4277896016934E8,-2.1334959967784205E8,1800,6,60,0.7539054851945252,3130.657521572709,1.6405339665649816
5.011872336272724,0,0,-7.983744041302783E8,0.3305411930609949,2.1016749504560938E9,5.3091101714626414E8,-2.6271648917799705E8,1800,6,60,0.7465997348587705,3214.9669974754333,1.6217982097555288
6.309573444801933,0,0,-8.429044500140043E8,0.33674967568283176,2.574110774090972E9,5.165155956541905E8,-3.217706669248089E8,1800,6,60,0.7376276165044013,3318.5066233635853,1.5987892254047085
7.943282347242816,0,0,-8.951856227138346E8,0.34503528887356355,3.1320396916010356E9,4.9921016297485626E8,-3.9151199998379076E8,1800,6,60,0.72063834765802,3444.902938123236,1.5751306727887422
10,0,0,-9.554796566154015E8,0.3557664442609148,3.7804796024605446E9,4.7863347558642924E8,-4.725666984536915E8,1800,6,60,0.7059607195480256,3598.081065500638,1.5421214327439485
12.589254117941675,0,0,-1.0234663435547582E9,0.36939960294587126,4.519258628904009E9,4.544890023256553E8,-5.649137355802406E8,1800,6,60,0.688329814101254,3782.080600453773,1.5024697938755507
15.848931924611142,0,0,-1.097969435175983E9,0.38638778072218777,5.340351950944731E9,4.2660513423424023E8,-6.675500063275865E8,1800,6,60,0.6673748285727242,4000.770243295594,1.4553438570098796
19.952623149688797,0,0,-1.1766800084352841E9,0.40700754497318475,6.225101205093301E9,3.9500503697074395E8,-7.781432148657377E8,1800,6,60,0.6427809381643105,4257.4359382492,1.4000320176578835
25.11886431509581,0,0,-1.2559490112200618E9,0.43155324588682364,7.141984418805516E9,3.599773204100651E8,-8.927531187278901E8,1800,6,60,0.6143396141489349,4554.255373901708,1.3360686284441847
31.622776601683793,0,0,-1.3307533230602186E9,0.46010781719418237,8.045907982829448E9,3.221301195760255E8,-1.0057430250507274E9,1800,6,60,0.5820052078388569,4891.703217278368,1.263349790096878
39.810717055349734,0,0,-1.3949484174971552E9,0.49253381775993743,8.88010505897025E9,2.8240632140465504E8,-1.11001709003693E9,1800,6,60,0.5459502534472713,5267.978995059394,1.1822615566033503
50.11872336272725,0,0,-1.4418819596513715E9,0.5285032301880901,9.581403406883633E9,2.4203907507325757E8,-1.1976788039772887E9,1800,6,60,0.506604991361695,5678.592558404711,1.0937760242269496
63.09573444801933,0,0,-1.4653418762815857E9,0.5677283304092623,1.0088727247588633E10,2.0243824123911834E8,-1.261093626233729E9,1800,6,60,0.45914278673296505,6116.258304714297,1.002928370462306
79.43282347242817,0,0,-1.4606702430019197E9,0.609025653193816,1.0353376166855162E10,1.650206069098609E8,-1.294174180028533E9,1800,6,60,0.414793757150843,6571.21376446207,0.9053567438171761
100,0,0,-1.4257468071333947E9,0.6512108878417345,1.0348445010679068E10,1.3101810032661635E8,-1.2935572686658835E9,1800,6,60,0.36987774388169303,7031.988054266181,0.8065377153793151
125.89254117941675,0,0,-1.3615284501868324E9,0.6931967859547901,1.007444446114208E10,1.0131583580468836E8,-1.2593067454939854E9,1800,6,60,0.32557082393079334,7486.5130680563525,0.7090681599105698
158.48931924611142,0,0,-1.2719445661223536E9,0.7336445888903395,9.559191949692276E9,7.636202396721269E7,-1.1948997863821702E9,1800,6,60,0.2829869120792357,7923.361560015659,0.6153801019337585
199.52623149688807,0,0,-1.1631731744760213E9,0.7715601497893515,8.85201041370547E9,5.616919466330282E7,-1.1065017689888792E9,1800,6,60,0.24307007712523196,8332.849617724927,0.5275597042243613
251.18864315095823,0,0,-1.0425336629311366E9,0.8062767886083853,8.014225563068246E9,4.0394095235817134E7,-1.0017784026941211E9,1800,6,60,0.2065209883030986,8707.789316970522,0.44715931452909347
316.22776601683796,0,0,-9.173298086296351E8,0.8373880930713048,7.108909817183318E9,2.8461604518761154E7,-8.88613727994501E8,1800,6,60,0.17376753222203742,9043.791405170177,0.3750966491542564
398.1071705534973,0,0,-7.939293625312449E8,0.8647357258567425,6.19248015141592E9,1.9693416588033307E7,-7.740598665386757E8,1800,6,60,0.14497652576825398,9339.1458392527,0.3117618267436769
501.18723362727246,0,0,-6.772268336681215E8,0.8883702773193664,5.30955623313055E9,1.3412654905156849E7,-6.636942558837622E8,1800,6,60,0.12009429596923811,9594.398995049161,0.2570180060060877
630.9573444801937,0,0,-5.704886746830809E8,0.908498013208078,4.4911725121563015E9,9011899.985159185,-5.613961991230623E8,1800,6,60,0.09890438257203907,9811.77854264738,0.21040080202013525
794.3282347242822,0,0,-4.7548404743955004E8,0.9254259161194882,3.755560217662272E9,5985928.036493548,-4.694445991410726E8,1800,6,60,0.08108283316029558,9994.599894090525,0.17119325401419694
1000,0,0,-3.927742882136596E8,0.9395133636943306,3.110412529016827E9,3937992.7325642454,-3.888010858674016E8,1800,6,60,0.06625189122608431,10146.744327898576,0.13856271878322382
1258.9254117941675,0,0,-3.2205135480398154E8,0.9511344657957076,2.5556697912914834E9,2570170.03613172,-3.1945820489002174E8,1800,6,60,0.05401740925586034,10272.252230593629,0.11164052912543958
1584.893192461114,0,0,-2.624525565597221E8,0.9606517607070122,2.086173545018532E9,1666509.5432353644,-2.6077114678378692E8,1800,6,60,0.04399790758252382,10375.039015636,0.08959829879632535
