% Model,Evan_segmented_faraday_v1.mph
% Version,COMSOL 5.5.0.359
% Date,"Nov 2 2020, 15:08"
% Table,Probe Table 1 - 
% resistance (Ω),"plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T) (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ey*ec.Jy (W/m^3), Faraday Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power","abs(ec.Ey/(u_x*B_app)) (1), K hall","Electric field, x component (V/m), Electric Field . x","Electric field, y component (V/m), Electric Field . y","Electric field, z component (V/m), Electric Field . z"
0.001,1800,6,60,1.5744168160343948E11,-2.8131830952462936E20,2.813168681302276E20,8.298547500000492E13,2.1760620499439923E11,6.517167335690785E9,2.3501470094194165E15,-7.195250680657E8
0.001584893192461114,1800,6,60,2.4885485680089236E11,-2.813184100177065E20,2.8131681934690995E20,-6.629093354931129E13,2.1760618366588242E11,-4.766330541420329E7,2.350146779071648E15,-5.406813818100888E8
0.0025118864315095794,1800,6,60,3.927399788027258E11,-2.813184353451515E20,2.8131679728381034E20,-1.1368151248242114E14,2.1760617688718863E11,1.4461284184167086E10,2.3501467058615645E15,-7295595.039640522
0.003981071705534973,1800,6,60,6.183080548928615E11,-2.8131832193244388E20,2.8131683785882616E20,4.030606856156358E13,2.176061988967083E11,6.733880887025724E9,2.3501469435645745E15,6281941.005976981
0.00630957344480193,1800,6,60,9.696897918386941E11,-2.8131845533484496E20,2.8131684391200057E20,-8.704296520175836E13,2.176061807012708E11,2.4844993217273335E9,2.3501467470537795E15,2.543628366163433E7
0.01,1800,6,60,1.511616310408031E12,-2.8131838569186112E20,2.813168750601019E20,1.3747986074428375E13,2.176061951034105E11,8.869135080710578E8,2.3501469025970865E15,1.4477564522528967E8
