,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,15,0.1,0.1,0.1,151.0,151.0,1,1.16e-07,2.3167570517859658e-10,0.7071067811865475
