,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,0,0,0.0,100000,3.0,0.02,0.02,0.02,151.0,151.0,1,9e-08,1e-10,0.75
