,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,0,0,0.0,100000,3.0,0.04,0.04,0.04,75.0,75.0,1,1.5000000000000002e-07,1e-10,0.75
