,mu0,eps,gamma,K,alpha,H_s,max_x,disc_x,disc_y,disc_z,gnx,gny,gnz,T,dt,CFL
0,1.25667e-06,8.5422e-12,220000.0,0,0.2,100000,10,0.04,0.04,0.04,251.0,251.0,1,4.633514103571931e-08,9.267028207143862e-11,0.7071067811865475
